locus_tag	ftype	length_bp	gene	EC_number	COG	product
DKBCMCDJ_00139	CDS	903	ftsX		COG2177	Cell division protein FtsX
DKBCMCDJ_00140	CDS	813				hypothetical protein
DKBCMCDJ_00141	CDS	936				hypothetical protein
DKBCMCDJ_00142	CDS	576	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
DKBCMCDJ_00143	CDS	330				hypothetical protein
DKBCMCDJ_00144	CDS	303	rpsN		COG0199	30S ribosomal protein S14
DKBCMCDJ_00145	CDS	831	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DKBCMCDJ_00146	CDS	945		1.3.1.103		2-haloacrylate reductase
DKBCMCDJ_00147	CDS	381				hypothetical protein
DKBCMCDJ_00148	CDS	2829				hypothetical protein
DKBCMCDJ_00149	CDS	1830	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
DKBCMCDJ_00150	CDS	2151	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
DKBCMCDJ_00151	CDS	3375		2.7.1.8		Glucosamine kinase
DKBCMCDJ_00152	CDS	1521	malQ_1	2.4.1.25	COG1640	4-alpha-glucanotransferase
DKBCMCDJ_00153	CDS	669	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
DKBCMCDJ_00154	CDS	474				hypothetical protein
DKBCMCDJ_00155	CDS	906	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DKBCMCDJ_00156	CDS	108				hypothetical protein
DKBCMCDJ_00157	CDS	1671	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
DKBCMCDJ_00158	CDS	1500	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DKBCMCDJ_00159	CDS	456	rcp1_1			Response regulator rcp1
DKBCMCDJ_00160	CDS	699				hypothetical protein
DKBCMCDJ_00161	CDS	714				hypothetical protein
DKBCMCDJ_00162	CDS	1680	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DKBCMCDJ_00163	CDS	624				hypothetical protein
DKBCMCDJ_00164	tRNA	73				tRNA-Val(tac)
DKBCMCDJ_00165	CDS	609				hypothetical protein
DKBCMCDJ_00166	CDS	843	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
DKBCMCDJ_00167	CDS	1644				putative protein
DKBCMCDJ_00168	CDS	1005	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
DKBCMCDJ_00169	CDS	792	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
DKBCMCDJ_00170	CDS	330	ziaR_1			Transcriptional repressor SmtB 
DKBCMCDJ_00171	CDS	879	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
DKBCMCDJ_00172	tRNA	73				tRNA-Phe(gaa)
DKBCMCDJ_00173	CDS	207				hypothetical protein
DKBCMCDJ_00174	CDS	285				hypothetical protein
DKBCMCDJ_00175	CDS	564				hypothetical protein
DKBCMCDJ_00176	CDS	189				hypothetical protein
DKBCMCDJ_00177	CDS	1449				hypothetical protein
DKBCMCDJ_00178	CDS	798				hypothetical protein
DKBCMCDJ_00179	CDS	822				hypothetical protein
DKBCMCDJ_00180	CDS	1743				hypothetical protein
DKBCMCDJ_00181	CDS	642				hypothetical protein
DKBCMCDJ_00182	CDS	675				hypothetical protein
DKBCMCDJ_00183	CDS	372				hypothetical protein
DKBCMCDJ_00184	CDS	396				hypothetical protein
DKBCMCDJ_00185	CDS	537				hypothetical protein
DKBCMCDJ_00186	CDS	1044	yciC_1		COG0523	Putative metal chaperone YciC
DKBCMCDJ_00187	CDS	651	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
DKBCMCDJ_00188	CDS	357	hisI_1	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
DKBCMCDJ_00189	CDS	390	mntB_1			Manganese transport system membrane protein MntB
DKBCMCDJ_00190	CDS	867				hypothetical protein
DKBCMCDJ_00191	CDS	261				hypothetical protein
DKBCMCDJ_00192	CDS	504	def_2	3.5.1.88		Peptide deformylase
DKBCMCDJ_00193	CDS	534				hypothetical protein
DKBCMCDJ_00194	CDS	1047				hypothetical protein
DKBCMCDJ_00195	CDS	624				hypothetical protein
DKBCMCDJ_00196	CDS	339				hypothetical protein
DKBCMCDJ_00197	CDS	783				hypothetical protein
DKBCMCDJ_00198	CDS	522	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
DKBCMCDJ_00199	CDS	516	nikB		COG0601	Nickel import system permease protein NikB
DKBCMCDJ_00200	CDS	231				hypothetical protein
DKBCMCDJ_00201	CDS	471				hypothetical protein
DKBCMCDJ_00202	CDS	840				hypothetical protein
DKBCMCDJ_00203	CDS	1170	btuB_1			Vitamin B12 transporter BtuB
DKBCMCDJ_00204	CDS	1650	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
DKBCMCDJ_00205	CDS	219				hypothetical protein
DKBCMCDJ_00206	CDS	186	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
DKBCMCDJ_00207	CDS	300				hypothetical protein
DKBCMCDJ_00208	CDS	1005		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
DKBCMCDJ_00209	CDS	399				hypothetical protein
DKBCMCDJ_00210	CDS	798	sphR_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
DKBCMCDJ_00211	CDS	1401	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
DKBCMCDJ_00212	CDS	156				hypothetical protein
DKBCMCDJ_00213	CDS	282				hypothetical protein
DKBCMCDJ_00214	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
DKBCMCDJ_00215	CDS	570				hypothetical protein
DKBCMCDJ_00216	CDS	447				hypothetical protein
DKBCMCDJ_00217	CDS	162				hypothetical protein
DKBCMCDJ_00218	CDS	918		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
	repeat_region	619				
DKBCMCDJ_00219	CDS	3738				hypothetical protein
DKBCMCDJ_00220	CDS	138				hypothetical protein
DKBCMCDJ_00221	CDS	753				hypothetical protein
DKBCMCDJ_00222	CDS	2019	cas1_1	3.1.-.-		CRISPR-associated endonuclease Cas1
	repeat_region	555				
DKBCMCDJ_00223	CDS	1035	cas1_2	3.1.-.-		CRISPR-associated endonuclease Cas1
DKBCMCDJ_00224	CDS	282	cas2	3.1.-.-	COG1343	CRISPR-associated endonuclease Cas2
DKBCMCDJ_00225	CDS	270				hypothetical protein
DKBCMCDJ_00226	CDS	1293	eriC		COG0038	Chloride/fluoride channel protein
DKBCMCDJ_00227	CDS	2583	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
DKBCMCDJ_00228	CDS	1620	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
DKBCMCDJ_00229	CDS	588				hypothetical protein
DKBCMCDJ_00230	CDS	1608				hypothetical protein
DKBCMCDJ_00231	CDS	678				hypothetical protein
DKBCMCDJ_00232	CDS	825				hypothetical protein
DKBCMCDJ_00233	CDS	1074				hypothetical protein
DKBCMCDJ_00234	CDS	804				hypothetical protein
DKBCMCDJ_00235	CDS	2745				hypothetical protein
DKBCMCDJ_00236	CDS	372				hypothetical protein
DKBCMCDJ_00237	CDS	624				hypothetical protein
DKBCMCDJ_00238	CDS	258				hypothetical protein
DKBCMCDJ_00239	CDS	687				hypothetical protein
DKBCMCDJ_00240	CDS	1491				hypothetical protein
DKBCMCDJ_00241	CDS	564	cpcS1	4.-.-.-		Phycocyanobilin lyase CpcS 1
DKBCMCDJ_00242	CDS	681				hypothetical protein
DKBCMCDJ_00243	CDS	1473	yjmB		COG2211	putative symporter YjmB
DKBCMCDJ_00244	CDS	513	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
DKBCMCDJ_00245	CDS	927				hypothetical protein
DKBCMCDJ_00246	CDS	798				hypothetical protein
DKBCMCDJ_00247	CDS	489	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
DKBCMCDJ_00248	CDS	972	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
DKBCMCDJ_00249	CDS	1074	pkwA_1	2.7.11.1		putative serine/threonine-protein kinase PkwA
DKBCMCDJ_00250	CDS	276				hypothetical protein
DKBCMCDJ_00251	CDS	1806				hypothetical protein
DKBCMCDJ_00252	CDS	1638	pyrG	6.3.4.2		CTP synthase
DKBCMCDJ_00253	CDS	426				hypothetical protein
DKBCMCDJ_00254	CDS	456	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
DKBCMCDJ_00255	CDS	528	ybeY	3.1.-.-		Endoribonuclease YbeY
DKBCMCDJ_00256	CDS	186				hypothetical protein
DKBCMCDJ_00257	CDS	1092	prfB			Peptide chain release factor 2
DKBCMCDJ_00258	CDS	798	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
DKBCMCDJ_00259	CDS	399				hypothetical protein
DKBCMCDJ_00260	CDS	2541	ycf3_1			Photosystem I assembly protein Ycf3
DKBCMCDJ_00261	CDS	1770	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
DKBCMCDJ_00262	CDS	645				hypothetical protein
DKBCMCDJ_00263	CDS	513				hypothetical protein
DKBCMCDJ_00264	CDS	888				hypothetical protein
DKBCMCDJ_00265	CDS	1119	lyr	5.1.1.5	COG0787	Lysine racemase
DKBCMCDJ_00266	CDS	1200	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
DKBCMCDJ_00267	CDS	2196				hypothetical protein
DKBCMCDJ_00268	CDS	1536	uvrB_1			UvrABC system protein B
DKBCMCDJ_00269	CDS	504	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
DKBCMCDJ_00270	CDS	336				Photosystem II reaction center Psb28 protein
DKBCMCDJ_00271	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DKBCMCDJ_00272	CDS	795				hypothetical protein
DKBCMCDJ_00273	CDS	1101	yciC_2		COG0523	Putative metal chaperone YciC
DKBCMCDJ_00274	CDS	1443	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
DKBCMCDJ_00275	CDS	1293	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
DKBCMCDJ_00276	CDS	312				hypothetical protein
DKBCMCDJ_00277	CDS	312				hypothetical protein
DKBCMCDJ_00278	CDS	537				Single-stranded DNA-binding protein
DKBCMCDJ_00279	CDS	1890	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
DKBCMCDJ_00280	CDS	1128				hypothetical protein
DKBCMCDJ_00281	CDS	390				hypothetical protein
DKBCMCDJ_00282	CDS	261				hypothetical protein
DKBCMCDJ_00283	CDS	375				hypothetical protein
DKBCMCDJ_00284	CDS	240				hypothetical protein
DKBCMCDJ_00285	CDS	2664	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
DKBCMCDJ_00286	CDS	204				hypothetical protein
DKBCMCDJ_00287	CDS	189				hypothetical protein
DKBCMCDJ_00288	CDS	1029				hypothetical protein
DKBCMCDJ_00289	CDS	678				hypothetical protein
DKBCMCDJ_00290	CDS	387				hypothetical protein
DKBCMCDJ_00291	CDS	882	rbgA		COG1161	Ribosome biogenesis GTPase A
DKBCMCDJ_00292	CDS	294				hypothetical protein
DKBCMCDJ_00293	CDS	1287	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
DKBCMCDJ_00294	CDS	2337	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
DKBCMCDJ_00295	CDS	777				hypothetical protein
DKBCMCDJ_00296	CDS	1470				hypothetical protein
DKBCMCDJ_00297	CDS	1566	era_1			GTPase Era
DKBCMCDJ_00298	CDS	1716	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
DKBCMCDJ_00299	CDS	1347				hypothetical protein
DKBCMCDJ_00300	CDS	705	vte5_1	2.7.1.182		Phytol kinase
DKBCMCDJ_00301	CDS	240				hypothetical protein
DKBCMCDJ_00302	CDS	876	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
DKBCMCDJ_00303	CDS	561				hypothetical protein
DKBCMCDJ_00304	CDS	999	obg	3.6.5.-		GTPase Obg
DKBCMCDJ_00305	CDS	693				hypothetical protein
DKBCMCDJ_00306	CDS	1110				hypothetical protein
DKBCMCDJ_00307	CDS	1914	sir_1	1.8.7.1		Sulfite reductase [ferredoxin]
DKBCMCDJ_00308	CDS	546				hypothetical protein
DKBCMCDJ_00309	CDS	255				hypothetical protein
DKBCMCDJ_00310	CDS	162				hypothetical protein
DKBCMCDJ_00311	CDS	306				hypothetical protein
DKBCMCDJ_00312	CDS	354				hypothetical protein
DKBCMCDJ_00313	CDS	651	upp_1	2.4.2.9		Uracil phosphoribosyltransferase
DKBCMCDJ_00314	CDS	1545	crtNb	1.14.99.44		4,4'-diapolycopene oxygenase
DKBCMCDJ_00315	CDS	2091				hypothetical protein
DKBCMCDJ_00316	CDS	795				hypothetical protein
DKBCMCDJ_00317	CDS	759	prsA_1	5.2.1.8		Foldase protein PrsA
DKBCMCDJ_00318	CDS	2685	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DKBCMCDJ_00319	CDS	210				hypothetical protein
DKBCMCDJ_00320	CDS	513				hypothetical protein
DKBCMCDJ_00321	CDS	5814	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
DKBCMCDJ_00322	CDS	600				hypothetical protein
DKBCMCDJ_00323	CDS	1398	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
DKBCMCDJ_00324	CDS	309				hypothetical protein
DKBCMCDJ_00325	CDS	378				hypothetical protein
DKBCMCDJ_00326	CDS	552				hypothetical protein
DKBCMCDJ_00327	CDS	1245				hypothetical protein
DKBCMCDJ_00328	CDS	1089				hypothetical protein
DKBCMCDJ_00329	CDS	774	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
DKBCMCDJ_00330	CDS	453				hypothetical protein
DKBCMCDJ_00331	CDS	1011	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
DKBCMCDJ_00332	CDS	138	psbK			Photosystem II reaction center protein K
DKBCMCDJ_00333	CDS	300				hypothetical protein
DKBCMCDJ_00334	CDS	117	psbM			Photosystem II reaction center protein M
DKBCMCDJ_00335	CDS	852				hypothetical protein
DKBCMCDJ_00336	CDS	810				hypothetical protein
DKBCMCDJ_00337	CDS	2103	prlC	3.4.24.70	COG0339	Oligopeptidase A
DKBCMCDJ_00338	CDS	2877	ileS_1	6.1.1.5		Isoleucine--tRNA ligase
DKBCMCDJ_00339	CDS	807				hypothetical protein
DKBCMCDJ_00340	CDS	1275	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
DKBCMCDJ_00341	CDS	231				hypothetical protein
DKBCMCDJ_00342	CDS	285				hypothetical protein
DKBCMCDJ_00343	CDS	741				hypothetical protein
DKBCMCDJ_00344	CDS	1431	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DKBCMCDJ_00345	CDS	1155				hypothetical protein
DKBCMCDJ_00346	CDS	846				hypothetical protein
DKBCMCDJ_00347	CDS	1323	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DKBCMCDJ_00348	CDS	1422				hypothetical protein
DKBCMCDJ_00349	CDS	1092	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DKBCMCDJ_00350	CDS	1194				hypothetical protein
DKBCMCDJ_00351	CDS	90				hypothetical protein
DKBCMCDJ_00352	CDS	966	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
DKBCMCDJ_00353	CDS	1308				hypothetical protein
DKBCMCDJ_00354	CDS	1779				hypothetical protein
DKBCMCDJ_00355	CDS	2193	cpoB_2			Cell division coordinator CpoB
DKBCMCDJ_00356	CDS	222	yidD		COG0759	Putative membrane protein insertion efficiency factor
DKBCMCDJ_00357	CDS	711	vte5_2	2.7.1.182		Phytol kinase
DKBCMCDJ_00358	CDS	402				hypothetical protein
DKBCMCDJ_00359	CDS	696				hypothetical protein
DKBCMCDJ_00360	CDS	138				hypothetical protein
DKBCMCDJ_00361	CDS	1380	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
DKBCMCDJ_00362	CDS	600	nadD_1	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
DKBCMCDJ_00363	CDS	747				hypothetical protein
DKBCMCDJ_00364	CDS	1749	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
DKBCMCDJ_00365	CDS	852	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
DKBCMCDJ_00366	CDS	684	ycf3_2			Photosystem I assembly protein Ycf3
DKBCMCDJ_00367	CDS	327				hypothetical protein
DKBCMCDJ_00368	CDS	630				hypothetical protein
DKBCMCDJ_00369	CDS	261				hypothetical protein
DKBCMCDJ_00370	CDS	675				hypothetical protein
DKBCMCDJ_00371	CDS	1437	sufB		COG0719	FeS cluster assembly protein SufB
DKBCMCDJ_00372	CDS	789	sufC		COG0396	putative ATP-dependent transporter SufC
DKBCMCDJ_00373	CDS	1341	sufD		COG0719	FeS cluster assembly protein SufD
DKBCMCDJ_00374	CDS	1269	csd	2.8.1.7		putative cysteine desulfurase
DKBCMCDJ_00375	CDS	198				hypothetical protein
