locus_tag	ftype	length_bp	gene	EC_number	COG	product
DGMECNKP_00119	CDS	1431	spkF	2.7.11.1		Serine/threonine-protein kinase F
DGMECNKP_00120	CDS	1416				hypothetical protein
DGMECNKP_00121	CDS	1038				hypothetical protein
DGMECNKP_00122	CDS	1053				hypothetical protein
DGMECNKP_00123	CDS	720				hypothetical protein
DGMECNKP_00124	CDS	891				hypothetical protein
DGMECNKP_00125	CDS	837	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
DGMECNKP_00126	CDS	2997	polA	2.7.7.7	COG0258	DNA polymerase I
DGMECNKP_00127	CDS	936				hypothetical protein
DGMECNKP_00128	CDS	1104				hypothetical protein
DGMECNKP_00129	CDS	684				hypothetical protein
DGMECNKP_00130	CDS	279				hypothetical protein
DGMECNKP_00131	CDS	837				hypothetical protein
DGMECNKP_00132	CDS	1671				hypothetical protein
DGMECNKP_00133	CDS	2925	pacL_1	7.2.2.10	COG0474	Calcium-transporting ATPase
DGMECNKP_00134	CDS	1365	recF			DNA replication and repair protein RecF
DGMECNKP_00135	CDS	2076				hypothetical protein
DGMECNKP_00136	CDS	450				hypothetical protein
DGMECNKP_00137	CDS	399				hypothetical protein
DGMECNKP_00138	CDS	465				hypothetical protein
DGMECNKP_00139	CDS	1062				hypothetical protein
DGMECNKP_00140	CDS	1185	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
DGMECNKP_00141	CDS	300				hypothetical protein
DGMECNKP_00142	CDS	891	lacF_1			Lactose transport system permease protein LacF
DGMECNKP_00143	CDS	726				hypothetical protein
DGMECNKP_00144	CDS	414				hypothetical protein
DGMECNKP_00145	CDS	330				IS200/IS605 family transposase ISCysp14
DGMECNKP_00146	CDS	801				IS200/IS605 family transposase ISCysp13
DGMECNKP_00147	CDS	396	divK_1			Polar-differentiation response regulator DivK
DGMECNKP_00148	CDS	405				hypothetical protein
DGMECNKP_00149	CDS	636	upp_1	2.4.2.9		Uracil phosphoribosyltransferase
DGMECNKP_00150	CDS	1254				hypothetical protein
DGMECNKP_00151	CDS	1260	ribA	3.5.4.25		GTP cyclohydrolase-2
DGMECNKP_00152	CDS	471				hypothetical protein
DGMECNKP_00153	CDS	1266				hypothetical protein
DGMECNKP_00154	CDS	1488				hypothetical protein
DGMECNKP_00155	CDS	795				hypothetical protein
DGMECNKP_00156	CDS	594				hypothetical protein
DGMECNKP_00157	CDS	1524	ycf3_1			Photosystem I assembly protein Ycf3
DGMECNKP_00158	CDS	1047	yciC_1		COG0523	Putative metal chaperone YciC
DGMECNKP_00159	CDS	258				hypothetical protein
DGMECNKP_00160	CDS	2508				hypothetical protein
DGMECNKP_00161	CDS	441				hypothetical protein
DGMECNKP_00162	CDS	1020	hemB_1	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
DGMECNKP_00163	CDS	1014	moaA_1			GTP 3',8-cyclase
DGMECNKP_00164	CDS	1167				hypothetical protein
DGMECNKP_00165	CDS	876				hypothetical protein
DGMECNKP_00166	CDS	579	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
DGMECNKP_00167	tRNA	72				tRNA-Gly(ccc)
DGMECNKP_00168	CDS	1473	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
DGMECNKP_00169	CDS	2154	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DGMECNKP_00170	CDS	1299	aspS2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
DGMECNKP_00171	CDS	477				hypothetical protein
DGMECNKP_00172	CDS	369				hypothetical protein
DGMECNKP_00173	CDS	741				hypothetical protein
DGMECNKP_00174	CDS	249				hypothetical protein
DGMECNKP_00175	CDS	195				hypothetical protein
DGMECNKP_00176	CDS	267				hypothetical protein
DGMECNKP_00177	CDS	759				hypothetical protein
DGMECNKP_00178	CDS	228				hypothetical protein
DGMECNKP_00179	CDS	1188				hypothetical protein
DGMECNKP_00180	CDS	489				hypothetical protein
DGMECNKP_00181	CDS	327				hypothetical protein
DGMECNKP_00182	CDS	171				hypothetical protein
DGMECNKP_00183	CDS	975				hypothetical protein
DGMECNKP_00184	CDS	747				hypothetical protein
DGMECNKP_00185	CDS	696				hypothetical protein
DGMECNKP_00186	CDS	207				hypothetical protein
DGMECNKP_00187	CDS	705				hypothetical protein
DGMECNKP_00188	CDS	753				hypothetical protein
DGMECNKP_00189	CDS	948				hypothetical protein
DGMECNKP_00190	CDS	159				hypothetical protein
DGMECNKP_00191	CDS	489				hypothetical protein
DGMECNKP_00192	CDS	1038				hypothetical protein
DGMECNKP_00193	CDS	294				hypothetical protein
DGMECNKP_00194	CDS	468				hypothetical protein
DGMECNKP_00195	CDS	831				hypothetical protein
DGMECNKP_00196	CDS	168				hypothetical protein
DGMECNKP_00197	CDS	306				hypothetical protein
DGMECNKP_00198	CDS	711	hin		COG1961	DNA-invertase hin
DGMECNKP_00199	CDS	357				hypothetical protein
DGMECNKP_00200	CDS	498				hypothetical protein
DGMECNKP_00201	CDS	294				hypothetical protein
DGMECNKP_00202	tRNA	75				tRNA-Ala(cgc)
DGMECNKP_00203	CDS	753	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
DGMECNKP_00204	CDS	915	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DGMECNKP_00205	CDS	2148				hypothetical protein
DGMECNKP_00206	CDS	906	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
DGMECNKP_00207	CDS	1020	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
DGMECNKP_00208	CDS	897				hypothetical protein
DGMECNKP_00209	CDS	279				hypothetical protein
DGMECNKP_00210	CDS	750				hypothetical protein
DGMECNKP_00211	CDS	1011				hypothetical protein
DGMECNKP_00212	CDS	594				hypothetical protein
DGMECNKP_00213	CDS	1257	PSK	2.7.1.47	COG1070	D-ribulose kinase
DGMECNKP_00214	CDS	96	psaM			Photosystem I reaction center subunit XII
DGMECNKP_00215	CDS	411				hypothetical protein
DGMECNKP_00216	CDS	717	ycf3_2			Photosystem I assembly protein Ycf3
DGMECNKP_00217	CDS	465				hypothetical protein
DGMECNKP_00218	CDS	558	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
DGMECNKP_00219	CDS	492				hypothetical protein
DGMECNKP_00220	CDS	429				hypothetical protein
DGMECNKP_00221	CDS	504				hypothetical protein
DGMECNKP_00222	CDS	540				hypothetical protein
DGMECNKP_00223	CDS	390				hypothetical protein
DGMECNKP_00224	CDS	402				hypothetical protein
DGMECNKP_00225	CDS	1095				hypothetical protein
DGMECNKP_00226	CDS	375				hypothetical protein
DGMECNKP_00227	CDS	975	moaA_2			GTP 3',8-cyclase
DGMECNKP_00228	CDS	1410		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
DGMECNKP_00229	CDS	1989	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
DGMECNKP_00230	CDS	795				hypothetical protein
DGMECNKP_00231	CDS	3906	ycf3_3			Photosystem I assembly protein Ycf3
DGMECNKP_00232	CDS	1140				hypothetical protein
DGMECNKP_00233	CDS	180				hypothetical protein
DGMECNKP_00234	CDS	510				hypothetical protein
DGMECNKP_00235	CDS	906				hypothetical protein
DGMECNKP_00236	CDS	483				hypothetical protein
DGMECNKP_00237	CDS	2307	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
DGMECNKP_00238	CDS	240				hypothetical protein
DGMECNKP_00239	CDS	1998	feoB		COG0370	Fe(2+) transporter FeoB
DGMECNKP_00240	CDS	348				hypothetical protein
DGMECNKP_00241	CDS	624	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
DGMECNKP_00242	CDS	1077	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
DGMECNKP_00243	CDS	1887				hypothetical protein
DGMECNKP_00244	CDS	2397				hypothetical protein
DGMECNKP_00245	CDS	735				hypothetical protein
DGMECNKP_00246	CDS	876	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DGMECNKP_00247	CDS	624	ycf3_4			Photosystem I assembly protein Ycf3
DGMECNKP_00248	CDS	339				hypothetical protein
DGMECNKP_00249	CDS	639				hypothetical protein
DGMECNKP_00250	CDS	261				hypothetical protein
DGMECNKP_00251	CDS	675				hypothetical protein
DGMECNKP_00252	CDS	1437	sufB		COG0719	FeS cluster assembly protein SufB
DGMECNKP_00253	CDS	780	sufC		COG0396	putative ATP-dependent transporter SufC
DGMECNKP_00254	CDS	1374	sufD		COG0719	FeS cluster assembly protein SufD
DGMECNKP_00255	CDS	1278	csd_1	2.8.1.7		putative cysteine desulfurase
DGMECNKP_00256	CDS	633				hypothetical protein
DGMECNKP_00257	CDS	807	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
DGMECNKP_00258	CDS	1440	pucC			Protein PucC
DGMECNKP_00259	CDS	102				hypothetical protein
DGMECNKP_00260	CDS	951		1.-.-.-	COG0667	putative oxidoreductase
DGMECNKP_00261	CDS	1548	crhR	3.6.4.13		RNA helicase CrhR
DGMECNKP_00262	CDS	1317	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
DGMECNKP_00263	CDS	849				hypothetical protein
DGMECNKP_00264	CDS	1086		1.17.4.-	COG4243	Vitamin K epoxide reductase 
DGMECNKP_00265	CDS	2202				hypothetical protein
DGMECNKP_00266	CDS	270				hypothetical protein
DGMECNKP_00267	CDS	1683	nadB	1.4.3.16	COG0029	L-aspartate oxidase
DGMECNKP_00268	CDS	207				hypothetical protein
DGMECNKP_00269	CDS	438	psbU			Photosystem II 12 kDa extrinsic protein
DGMECNKP_00270	CDS	156				hypothetical protein
DGMECNKP_00271	CDS	804	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
DGMECNKP_00272	CDS	657				hypothetical protein
DGMECNKP_00273	CDS	1158				hypothetical protein
DGMECNKP_00274	CDS	1236				hypothetical protein
DGMECNKP_00275	CDS	1185				hypothetical protein
DGMECNKP_00276	CDS	780	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
DGMECNKP_00277	CDS	1707				hypothetical protein
DGMECNKP_00278	CDS	366				Photosystem II reaction center Psb28 protein
DGMECNKP_00279	CDS	483				hypothetical protein
DGMECNKP_00280	CDS	729				hypothetical protein
DGMECNKP_00281	CDS	855				hypothetical protein
DGMECNKP_00282	CDS	1194				hypothetical protein
DGMECNKP_00283	CDS	2796	secA			Protein translocase subunit SecA
DGMECNKP_00284	CDS	546				hypothetical protein
DGMECNKP_00285	CDS	741	bsmA	2.1.1.156	COG0500	Glycine/sarcosine N-methyltransferase
DGMECNKP_00286	CDS	600				hypothetical protein
DGMECNKP_00287	CDS	681				hypothetical protein
DGMECNKP_00288	CDS	909				hypothetical protein
DGMECNKP_00289	CDS	1074	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
DGMECNKP_00290	CDS	897	rbn	3.1.26.11		Ribonuclease BN
DGMECNKP_00291	CDS	798	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
DGMECNKP_00292	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DGMECNKP_00293	CDS	348				hypothetical protein
DGMECNKP_00294	CDS	462				hypothetical protein
DGMECNKP_00295	CDS	1443	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
DGMECNKP_00296	CDS	1596	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
DGMECNKP_00297	CDS	522				hypothetical protein
DGMECNKP_00298	CDS	2412	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
DGMECNKP_00299	CDS	1356				hypothetical protein
DGMECNKP_00300	CDS	1413				hypothetical protein
DGMECNKP_00301	CDS	816	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
DGMECNKP_00302	CDS	141				hypothetical protein
DGMECNKP_00303	CDS	942	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
DGMECNKP_00304	CDS	132				hypothetical protein
DGMECNKP_00305	CDS	222				hypothetical protein
DGMECNKP_00306	CDS	1230	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
DGMECNKP_00307	CDS	1359	glmU		COG1207	Bifunctional protein GlmU
DGMECNKP_00308	CDS	1143	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DGMECNKP_00309	CDS	975		3.4.19.5	COG1446	Isoaspartyl peptidase/L-asparaginase
DGMECNKP_00310	CDS	171				hypothetical protein
DGMECNKP_00311	CDS	2868				hypothetical protein
DGMECNKP_00312	CDS	1218	pyrD_1	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
DGMECNKP_00313	CDS	741				hypothetical protein
DGMECNKP_00314	CDS	198				hypothetical protein
DGMECNKP_00315	CDS	1413	xylE			D-xylose-proton symporter
DGMECNKP_00316	CDS	1350	garB_1	1.8.1.16		Glutathione amide reductase
DGMECNKP_00317	CDS	1380	garB_2	1.8.1.16		Glutathione amide reductase
DGMECNKP_00318	CDS	642				hypothetical protein
DGMECNKP_00319	CDS	1167	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
DGMECNKP_00320	CDS	555				hypothetical protein
DGMECNKP_00321	CDS	618				hypothetical protein
DGMECNKP_00322	CDS	234				hypothetical protein
DGMECNKP_00323	CDS	3534	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
DGMECNKP_00324	CDS	1059	aroF_1	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
DGMECNKP_00325	CDS	465				hypothetical protein
DGMECNKP_00326	CDS	270	rpsO			30S ribosomal protein S15
DGMECNKP_00327	CDS	585				hypothetical protein
DGMECNKP_00328	CDS	1506	glpK	2.7.1.30	COG0554	Glycerol kinase
DGMECNKP_00329	CDS	1527	chlB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
DGMECNKP_00330	CDS	276				hypothetical protein
DGMECNKP_00331	CDS	381				hypothetical protein
DGMECNKP_00332	CDS	351				hypothetical protein
DGMECNKP_00333	CDS	138				hypothetical protein
DGMECNKP_00334	CDS	525				hypothetical protein
DGMECNKP_00335	CDS	876	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
DGMECNKP_00336	CDS	357	rplT			50S ribosomal protein L20
DGMECNKP_00337	CDS	198	rpmI		COG0291	50S ribosomal protein L35
DGMECNKP_00338	CDS	1083	psbA3_1	1.10.3.9		Photosystem II protein D1 3
DGMECNKP_00339	CDS	369		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
DGMECNKP_00340	CDS	1533	comM		COG0606	Competence protein ComM
DGMECNKP_00341	CDS	2397				hypothetical protein
DGMECNKP_00342	CDS	783	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
DGMECNKP_00343	CDS	435				hypothetical protein
DGMECNKP_00344	CDS	981	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
DGMECNKP_00345	CDS	213				hypothetical protein
DGMECNKP_00346	CDS	204				hypothetical protein
DGMECNKP_00347	CDS	1263				hypothetical protein
DGMECNKP_00348	CDS	624	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
DGMECNKP_00349	CDS	573				hypothetical protein
DGMECNKP_00350	CDS	546				hypothetical protein
DGMECNKP_00351	CDS	390				hypothetical protein
DGMECNKP_00352	CDS	396				hypothetical protein
DGMECNKP_00353	CDS	1587				hypothetical protein
DGMECNKP_00354	CDS	1404				hypothetical protein
DGMECNKP_00355	CDS	639	pipB2_2		COG1357	Secreted effector protein PipB2
DGMECNKP_00356	CDS	561				hypothetical protein
DGMECNKP_00357	CDS	831				hypothetical protein
DGMECNKP_00358	CDS	282	clpS_1			ATP-dependent Clp protease adapter protein ClpS
DGMECNKP_00359	CDS	348				hypothetical protein
DGMECNKP_00360	CDS	195				hypothetical protein
DGMECNKP_00361	CDS	321			COG1366	Putative anti-sigma factor antagonist
DGMECNKP_00362	CDS	2682				hypothetical protein
DGMECNKP_00363	CDS	2055	rne	3.1.26.12		Ribonuclease E
DGMECNKP_00364	CDS	672	rnhB	3.1.26.4	COG0164	Ribonuclease HII
DGMECNKP_00365	CDS	549				hypothetical protein
DGMECNKP_00366	CDS	186	mdtC_1			Multidrug resistance protein MdtC
DGMECNKP_00367	CDS	594				hypothetical protein
DGMECNKP_00368	CDS	891	pheA			Bifunctional chorismate mutase/prephenate dehydratase
DGMECNKP_00369	CDS	651	lon2_1	3.4.21.53	COG0466	Lon protease 2
DGMECNKP_00370	CDS	318	rpsJ		COG0051	30S ribosomal protein S10
DGMECNKP_00371	CDS	1230	tuf		COG0050	Elongation factor Tu
DGMECNKP_00372	CDS	2079	fusA_1		COG0480	Elongation factor G
DGMECNKP_00373	CDS	471	rpsG			30S ribosomal protein S7
DGMECNKP_00374	CDS	372	rpsL		COG0048	30S ribosomal protein S12
DGMECNKP_00375	CDS	342			COG0316	Protein
DGMECNKP_00376	CDS	423				hypothetical protein
DGMECNKP_00377	CDS	2184				hypothetical protein
DGMECNKP_00378	CDS	231				hypothetical protein
DGMECNKP_00379	CDS	4749	gltS_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
DGMECNKP_00380	CDS	573				hypothetical protein
DGMECNKP_00381	CDS	249				hypothetical protein
DGMECNKP_00382	CDS	654				hypothetical protein
DGMECNKP_00383	CDS	729	walR_1		COG0745	Transcriptional regulatory protein WalR
DGMECNKP_00384	CDS	1536	radA	3.6.4.-	COG1066	DNA repair protein RadA
DGMECNKP_00385	CDS	474				hypothetical protein
DGMECNKP_00386	CDS	2094	ptrB	3.4.21.83	COG1770	Protease 2
DGMECNKP_00387	CDS	750				hypothetical protein
DGMECNKP_00388	CDS	1056	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
DGMECNKP_00389	CDS	966				hypothetical protein
DGMECNKP_00390	CDS	123				hypothetical protein
DGMECNKP_00391	CDS	1587	hpnP_1	2.1.1.-		Hopanoid C-2 methylase
DGMECNKP_00392	CDS	276				hypothetical protein
DGMECNKP_00393	CDS	183				hypothetical protein
DGMECNKP_00394	CDS	897				hypothetical protein
DGMECNKP_00395	CDS	399				hypothetical protein
DGMECNKP_00396	tRNA	73				tRNA-Lys(ctt)
DGMECNKP_00397	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
DGMECNKP_00398	CDS	186				hypothetical protein
DGMECNKP_00399	CDS	2712				hypothetical protein
DGMECNKP_00400	CDS	1347	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
DGMECNKP_00401	CDS	99				hypothetical protein
DGMECNKP_00402	CDS	357				hypothetical protein
DGMECNKP_00403	CDS	108				hypothetical protein
DGMECNKP_00404	CDS	288				hypothetical protein
DGMECNKP_00405	CDS	1251	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DGMECNKP_00406	CDS	675	mprA_1			Response regulator MprA
DGMECNKP_00407	CDS	969	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DGMECNKP_00408	CDS	999	moaA_3			GTP 3',8-cyclase
DGMECNKP_00409	CDS	1275	entS_1			Enterobactin exporter EntS
DGMECNKP_00410	CDS	396				hypothetical protein
DGMECNKP_00411	CDS	606				hypothetical protein
DGMECNKP_00412	CDS	606				hypothetical protein
DGMECNKP_00413	CDS	201				hypothetical protein
DGMECNKP_00414	CDS	216				hypothetical protein
DGMECNKP_00415	CDS	723				hypothetical protein
DGMECNKP_00416	CDS	876				hypothetical protein
