locus_tag	ftype	length_bp	gene	EC_number	COG	product
JIDGJOLD_00052	CDS	369				hypothetical protein
JIDGJOLD_00053	CDS	303				hypothetical protein
JIDGJOLD_00054	CDS	771				hypothetical protein
JIDGJOLD_00055	CDS	429				hypothetical protein
JIDGJOLD_00056	CDS	1494				hypothetical protein
JIDGJOLD_00057	CDS	975				hypothetical protein
JIDGJOLD_00058	CDS	2460		3.1.-.-	COG1353	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)
JIDGJOLD_00059	CDS	585				hypothetical protein
JIDGJOLD_00060	CDS	990	csm3	3.1.-.-	COG1337	CRISPR system Cms endoribonuclease Csm3
JIDGJOLD_00061	CDS	1164				hypothetical protein
JIDGJOLD_00062	CDS	1281				hypothetical protein
JIDGJOLD_00063	CDS	483				hypothetical protein
JIDGJOLD_00064	CDS	864				hypothetical protein
JIDGJOLD_00065	CDS	987				hypothetical protein
JIDGJOLD_00066	CDS	762				hypothetical protein
JIDGJOLD_00067	CDS	912				hypothetical protein
JIDGJOLD_00068	CDS	501				hypothetical protein
JIDGJOLD_00069	CDS	573				hypothetical protein
JIDGJOLD_00070	CDS	633				hypothetical protein
JIDGJOLD_00071	CDS	954	noc_1			Nucleoid occlusion protein
JIDGJOLD_00072	CDS	774	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
	repeat_region	1143				
JIDGJOLD_00073	CDS	171				hypothetical protein
JIDGJOLD_00074	CDS	624				hypothetical protein
JIDGJOLD_00075	CDS	849	xerD_1		COG4974	Tyrosine recombinase XerD
JIDGJOLD_00076	CDS	678				hypothetical protein
JIDGJOLD_00077	CDS	402				hypothetical protein
JIDGJOLD_00078	CDS	1308				hypothetical protein
JIDGJOLD_00079	CDS	246				hypothetical protein
JIDGJOLD_00080	CDS	285				hypothetical protein
JIDGJOLD_00081	CDS	369				hypothetical protein
JIDGJOLD_00082	CDS	153				hypothetical protein
JIDGJOLD_00083	CDS	300				hypothetical protein
JIDGJOLD_00084	CDS	447				hypothetical protein
JIDGJOLD_00085	CDS	597				hypothetical protein
JIDGJOLD_00086	CDS	399				hypothetical protein
JIDGJOLD_00087	CDS	1044				hypothetical protein
JIDGJOLD_00088	CDS	561	relA_1	2.7.6.5		GTP pyrophosphokinase
JIDGJOLD_00089	CDS	246				hypothetical protein
JIDGJOLD_00090	CDS	1029	cysK	2.5.1.47		Cysteine synthase
JIDGJOLD_00091	CDS	1389	norM		COG0534	Multidrug resistance protein NorM
JIDGJOLD_00092	CDS	1422	lysA_1	4.1.1.20		Diaminopimelate decarboxylase
JIDGJOLD_00093	CDS	531				hypothetical protein
JIDGJOLD_00094	CDS	237				hypothetical protein
JIDGJOLD_00095	CDS	1614	dap_1	3.4.11.19		D-aminopeptidase
JIDGJOLD_00096	CDS	270				hypothetical protein
JIDGJOLD_00097	CDS	162				hypothetical protein
JIDGJOLD_00098	CDS	741	icfA	4.2.1.1		Carbonic anhydrase
JIDGJOLD_00099	CDS	1116				hypothetical protein
JIDGJOLD_00100	CDS	519				hypothetical protein
JIDGJOLD_00101	CDS	1071				hypothetical protein
JIDGJOLD_00102	CDS	540				hypothetical protein
JIDGJOLD_00103	CDS	237				hypothetical protein
JIDGJOLD_00104	CDS	672				hypothetical protein
JIDGJOLD_00105	CDS	366				hypothetical protein
JIDGJOLD_00106	CDS	816				hypothetical protein
JIDGJOLD_00107	CDS	159				hypothetical protein
JIDGJOLD_00108	CDS	492				hypothetical protein
JIDGJOLD_00109	CDS	993	xerC_1			Tyrosine recombinase XerC
JIDGJOLD_00110	CDS	1017	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
JIDGJOLD_00111	CDS	291				hypothetical protein
JIDGJOLD_00112	CDS	1242				hypothetical protein
JIDGJOLD_00113	CDS	498				hypothetical protein
JIDGJOLD_00114	CDS	1377				hypothetical protein
JIDGJOLD_00115	CDS	801				hypothetical protein
JIDGJOLD_00116	CDS	1716	hscA			Chaperone protein HscA
JIDGJOLD_00117	CDS	1476				hypothetical protein
JIDGJOLD_00118	CDS	498				hypothetical protein
JIDGJOLD_00119	CDS	168				hypothetical protein
JIDGJOLD_00120	CDS	681				Iron-sulfur cluster carrier protein
JIDGJOLD_00121	CDS	396				hypothetical protein
JIDGJOLD_00122	CDS	489				hypothetical protein
JIDGJOLD_00123	CDS	1512				hypothetical protein
JIDGJOLD_00124	CDS	246				hypothetical protein
JIDGJOLD_00125	CDS	543				hypothetical protein
JIDGJOLD_00126	CDS	240				hypothetical protein
JIDGJOLD_00127	CDS	153				hypothetical protein
JIDGJOLD_00128	CDS	762				hypothetical protein
JIDGJOLD_00129	CDS	543				hypothetical protein
JIDGJOLD_00130	CDS	411				hypothetical protein
JIDGJOLD_00131	CDS	1233				hypothetical protein
JIDGJOLD_00132	CDS	504				hypothetical protein
JIDGJOLD_00133	CDS	399				hypothetical protein
JIDGJOLD_00134	CDS	642				hypothetical protein
JIDGJOLD_00135	CDS	726				hypothetical protein
JIDGJOLD_00136	CDS	99				hypothetical protein
JIDGJOLD_00137	CDS	210				hypothetical protein
JIDGJOLD_00138	CDS	168				hypothetical protein
JIDGJOLD_00139	CDS	1299				hypothetical protein
JIDGJOLD_00140	CDS	168				hypothetical protein
JIDGJOLD_00141	CDS	564				hypothetical protein
JIDGJOLD_00142	CDS	555				hypothetical protein
JIDGJOLD_00143	CDS	243				hypothetical protein
JIDGJOLD_00144	CDS	672				hypothetical protein
JIDGJOLD_00145	CDS	366				hypothetical protein
JIDGJOLD_00146	CDS	807				hypothetical protein
JIDGJOLD_00147	CDS	321				hypothetical protein
JIDGJOLD_00148	CDS	303				hypothetical protein
JIDGJOLD_00149	CDS	273				hypothetical protein
JIDGJOLD_00150	CDS	234				hypothetical protein
JIDGJOLD_00151	CDS	519				ISKra4 family transposase ISCep1
JIDGJOLD_00152	CDS	3192	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
JIDGJOLD_00153	CDS	1494				hypothetical protein
JIDGJOLD_00154	CDS	678	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
JIDGJOLD_00155	CDS	924	noc_2			Nucleoid occlusion protein
JIDGJOLD_00156	CDS	417				hypothetical protein
JIDGJOLD_00157	CDS	276				hypothetical protein
JIDGJOLD_00158	CDS	327				hypothetical protein
JIDGJOLD_00159	CDS	3432	ycf3_1			Photosystem I assembly protein Ycf3
JIDGJOLD_00160	CDS	480				hypothetical protein
JIDGJOLD_00161	CDS	939				hypothetical protein
JIDGJOLD_00162	CDS	762				hypothetical protein
JIDGJOLD_00163	CDS	543				hypothetical protein
JIDGJOLD_00164	CDS	495				hypothetical protein
JIDGJOLD_00165	CDS	1233				hypothetical protein
JIDGJOLD_00166	CDS	567				hypothetical protein
JIDGJOLD_00167	CDS	810				hypothetical protein
JIDGJOLD_00168	CDS	2196				hypothetical protein
JIDGJOLD_00169	CDS	726				hypothetical protein
JIDGJOLD_00170	CDS	120				hypothetical protein
JIDGJOLD_00171	CDS	180				hypothetical protein
JIDGJOLD_00172	CDS	228				hypothetical protein
JIDGJOLD_00173	CDS	243				hypothetical protein
JIDGJOLD_00174	CDS	132				hypothetical protein
JIDGJOLD_00175	CDS	123				hypothetical protein
JIDGJOLD_00176	CDS	570	hin		COG1961	DNA-invertase hin
JIDGJOLD_00177	CDS	1662				hypothetical protein
JIDGJOLD_00178	CDS	471				IS481 family transposase ISAzs36
JIDGJOLD_00179	CDS	525				IS481 family transposase ISAzs36
JIDGJOLD_00180	CDS	1107				hypothetical protein
JIDGJOLD_00181	CDS	171				hypothetical protein
JIDGJOLD_00182	CDS	567				hypothetical protein
JIDGJOLD_00183	CDS	270				hypothetical protein
JIDGJOLD_00184	CDS	117				hypothetical protein
JIDGJOLD_00185	CDS	387				hypothetical protein
JIDGJOLD_00186	CDS	1398				hypothetical protein
JIDGJOLD_00187	CDS	261				hypothetical protein
JIDGJOLD_00188	CDS	189	phoD_1	3.1.3.1	COG3540	Alkaline phosphatase D
JIDGJOLD_00189	CDS	483				hypothetical protein
JIDGJOLD_00190	CDS	222				IS701 family transposase ISNpu7
JIDGJOLD_00191	CDS	255				hypothetical protein
JIDGJOLD_00192	CDS	540				hypothetical protein
JIDGJOLD_00193	CDS	300				hypothetical protein
JIDGJOLD_00194	CDS	168				hypothetical protein
JIDGJOLD_00195	CDS	603				hypothetical protein
JIDGJOLD_00196	CDS	450				hypothetical protein
JIDGJOLD_00197	CDS	369				hypothetical protein
JIDGJOLD_00198	CDS	222				hypothetical protein
JIDGJOLD_00199	CDS	123				hypothetical protein
JIDGJOLD_00200	CDS	369				hypothetical protein
JIDGJOLD_00201	CDS	2826				hypothetical protein
JIDGJOLD_00202	CDS	648				hypothetical protein
JIDGJOLD_00203	CDS	579				hypothetical protein
JIDGJOLD_00204	CDS	1638	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JIDGJOLD_00205	CDS	567				hypothetical protein
JIDGJOLD_00206	CDS	600				hypothetical protein
JIDGJOLD_00207	CDS	336				hypothetical protein
JIDGJOLD_00208	CDS	2829				hypothetical protein
JIDGJOLD_00209	CDS	732				hypothetical protein
JIDGJOLD_00210	CDS	1152				hypothetical protein
JIDGJOLD_00211	CDS	777				hypothetical protein
JIDGJOLD_00212	CDS	1830				hypothetical protein
JIDGJOLD_00213	CDS	825				hypothetical protein
JIDGJOLD_00214	CDS	1434				hypothetical protein
JIDGJOLD_00215	CDS	1788				hypothetical protein
JIDGJOLD_00216	CDS	2406				hypothetical protein
JIDGJOLD_00217	CDS	801				hypothetical protein
JIDGJOLD_00218	CDS	201				hypothetical protein
JIDGJOLD_00219	CDS	1419				hypothetical protein
JIDGJOLD_00220	CDS	843				hypothetical protein
JIDGJOLD_00221	CDS	456				hypothetical protein
JIDGJOLD_00222	CDS	849				hypothetical protein
JIDGJOLD_00223	CDS	582				hypothetical protein
JIDGJOLD_00224	CDS	1629				hypothetical protein
JIDGJOLD_00225	CDS	975				hypothetical protein
JIDGJOLD_00226	CDS	414				hypothetical protein
JIDGJOLD_00227	CDS	834				hypothetical protein
JIDGJOLD_00228	CDS	2721	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
JIDGJOLD_00229	CDS	747				hypothetical protein
JIDGJOLD_00230	CDS	1248				hypothetical protein
JIDGJOLD_00231	CDS	126				hypothetical protein
JIDGJOLD_00232	CDS	987				hypothetical protein
JIDGJOLD_00233	CDS	483				hypothetical protein
JIDGJOLD_00234	CDS	423				hypothetical protein
JIDGJOLD_00235	CDS	729				hypothetical protein
JIDGJOLD_00236	CDS	723				hypothetical protein
JIDGJOLD_00237	CDS	597				hypothetical protein
JIDGJOLD_00238	CDS	858				hypothetical protein
JIDGJOLD_00239	CDS	684				hypothetical protein
JIDGJOLD_00240	CDS	348				hypothetical protein
JIDGJOLD_00241	CDS	1056				hypothetical protein
JIDGJOLD_00242	CDS	204				hypothetical protein
JIDGJOLD_00243	CDS	288				hypothetical protein
JIDGJOLD_00244	CDS	993				hypothetical protein
JIDGJOLD_00245	CDS	1335	dnaN_1		COG0592	Beta sliding clamp
JIDGJOLD_00246	CDS	1290				hypothetical protein
JIDGJOLD_00247	CDS	1818				hypothetical protein
JIDGJOLD_00248	CDS	783				hypothetical protein
JIDGJOLD_00249	CDS	963	yqeN_1		COG1466	putative protein YqeN
JIDGJOLD_00250	CDS	876				hypothetical protein
JIDGJOLD_00251	CDS	672				hypothetical protein
JIDGJOLD_00252	CDS	699				hypothetical protein
JIDGJOLD_00253	CDS	1176				hypothetical protein
JIDGJOLD_00254	CDS	384				Single-stranded DNA-binding protein
JIDGJOLD_00255	CDS	420				hypothetical protein
JIDGJOLD_00256	CDS	771	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
JIDGJOLD_00257	CDS	948	noc_3			Nucleoid occlusion protein
JIDGJOLD_00258	CDS	1431	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
JIDGJOLD_00259	CDS	705	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
JIDGJOLD_00260	CDS	252				hypothetical protein
JIDGJOLD_00261	CDS	1095	sbnA_1	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
JIDGJOLD_00262	CDS	1329				hypothetical protein
JIDGJOLD_00263	CDS	474	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
JIDGJOLD_00264	CDS	696				hypothetical protein
JIDGJOLD_00265	CDS	654				hypothetical protein
JIDGJOLD_00266	CDS	222				hypothetical protein
JIDGJOLD_00267	CDS	2175	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
JIDGJOLD_00268	CDS	177				hypothetical protein
JIDGJOLD_00269	CDS	702				hypothetical protein
JIDGJOLD_00270	CDS	231				hypothetical protein
JIDGJOLD_00271	CDS	147				hypothetical protein
JIDGJOLD_00272	CDS	261				hypothetical protein
JIDGJOLD_00273	CDS	474				hypothetical protein
JIDGJOLD_00274	CDS	489				hypothetical protein
JIDGJOLD_00275	CDS	486				hypothetical protein
JIDGJOLD_00276	CDS	927				hypothetical protein
JIDGJOLD_00277	CDS	504				hypothetical protein
JIDGJOLD_00278	CDS	3111	cnrA_1			Nickel and cobalt resistance protein CnrA
JIDGJOLD_00279	CDS	678	cpoB_1			Cell division coordinator CpoB
JIDGJOLD_00280	CDS	1329	mntH			Divalent metal cation transporter MntH
JIDGJOLD_00281	CDS	333				hypothetical protein
JIDGJOLD_00282	CDS	1401	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
JIDGJOLD_00283	CDS	738	arlR		COG0745	Response regulator ArlR
JIDGJOLD_00284	CDS	486				hypothetical protein
JIDGJOLD_00285	CDS	987	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
JIDGJOLD_00286	CDS	789	pcxA_1			Proton extrusion protein PcxA
JIDGJOLD_00287	CDS	915	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
JIDGJOLD_00288	CDS	552				hypothetical protein
JIDGJOLD_00289	CDS	645				hypothetical protein
JIDGJOLD_00290	CDS	801				hypothetical protein
JIDGJOLD_00291	CDS	1647				putative protein
JIDGJOLD_00292	CDS	999	sigA2_2		COG0568	RNA polymerase sigma factor SigA2
JIDGJOLD_00293	CDS	732				hypothetical protein
JIDGJOLD_00294	CDS	3192	cnrA_2			Nickel and cobalt resistance protein CnrA
JIDGJOLD_00295	CDS	1689				hypothetical protein
JIDGJOLD_00296	CDS	393	ziaR_1			Transcriptional repressor SmtB 
JIDGJOLD_00297	CDS	2634	cadA_1	3.6.3.3		putative cadmium-transporting ATPase
JIDGJOLD_00298	CDS	699				hypothetical protein
JIDGJOLD_00299	CDS	384				hypothetical protein
JIDGJOLD_00300	CDS	873				hypothetical protein
JIDGJOLD_00301	CDS	234				hypothetical protein
JIDGJOLD_00302	CDS	1113	sigA2_3		COG0568	RNA polymerase sigma factor SigA2
JIDGJOLD_00303	CDS	285				hypothetical protein
JIDGJOLD_00304	CDS	756				hypothetical protein
JIDGJOLD_00305	CDS	282				hypothetical protein
JIDGJOLD_00306	CDS	426				hypothetical protein
JIDGJOLD_00307	CDS	528				hypothetical protein
JIDGJOLD_00308	CDS	801				hypothetical protein
JIDGJOLD_00309	CDS	543				hypothetical protein
JIDGJOLD_00310	CDS	246				hypothetical protein
JIDGJOLD_00311	CDS	2085	bamA_1			Outer membrane protein assembly factor BamA
JIDGJOLD_00312	CDS	2067	todS_1	2.7.13.3		Sensor histidine kinase TodS
JIDGJOLD_00313	CDS	747				hypothetical protein
JIDGJOLD_00314	CDS	432				hypothetical protein
JIDGJOLD_00315	CDS	699	srrA_1		COG0745	Transcriptional regulatory protein SrrA
JIDGJOLD_00316	CDS	219				hypothetical protein
JIDGJOLD_00317	CDS	444				hypothetical protein
JIDGJOLD_00318	CDS	1245	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
JIDGJOLD_00319	CDS	675	tcrA_2		COG0745	Transcriptional regulatory protein TcrA
JIDGJOLD_00320	CDS	744				hypothetical protein
JIDGJOLD_00321	CDS	1200				hypothetical protein
JIDGJOLD_00322	CDS	1383				hypothetical protein
JIDGJOLD_00323	CDS	1395				hypothetical protein
JIDGJOLD_00324	CDS	3123	cnrA_3			Nickel and cobalt resistance protein CnrA
JIDGJOLD_00325	CDS	1683				hypothetical protein
JIDGJOLD_00326	CDS	729				hypothetical protein
JIDGJOLD_00327	CDS	312				hypothetical protein
JIDGJOLD_00328	CDS	2262	pacS_1	7.2.2.8		putative copper-transporting ATPase PacS
JIDGJOLD_00329	CDS	651				hypothetical protein
JIDGJOLD_00330	CDS	414	merR1_1			Mercuric resistance operon regulatory protein
JIDGJOLD_00331	CDS	132				hypothetical protein
JIDGJOLD_00332	CDS	912				hypothetical protein
JIDGJOLD_00333	CDS	252				hypothetical protein
JIDGJOLD_00334	CDS	489	merR1_2			Mercuric resistance operon regulatory protein
JIDGJOLD_00335	CDS	294				hypothetical protein
JIDGJOLD_00336	CDS	444				hypothetical protein
JIDGJOLD_00337	CDS	1245				hypothetical protein
JIDGJOLD_00338	CDS	579				hypothetical protein
JIDGJOLD_00339	CDS	369				hypothetical protein
JIDGJOLD_00340	CDS	1542				hypothetical protein
JIDGJOLD_00341	CDS	195				hypothetical protein
JIDGJOLD_00342	CDS	678				hypothetical protein
JIDGJOLD_00343	CDS	174				hypothetical protein
JIDGJOLD_00344	CDS	7746				hypothetical protein
JIDGJOLD_00345	CDS	771				hypothetical protein
JIDGJOLD_00346	CDS	246				hypothetical protein
JIDGJOLD_00347	CDS	789	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
JIDGJOLD_00348	CDS	621				hypothetical protein
JIDGJOLD_00349	CDS	807				hypothetical protein
JIDGJOLD_00350	CDS	909				hypothetical protein
JIDGJOLD_00351	CDS	441				hypothetical protein
JIDGJOLD_00352	CDS	282				hypothetical protein
JIDGJOLD_00353	CDS	2292				hypothetical protein
JIDGJOLD_00354	CDS	1185				hypothetical protein
JIDGJOLD_00355	CDS	243				hypothetical protein
JIDGJOLD_00356	CDS	456				hypothetical protein
JIDGJOLD_00357	CDS	507				hypothetical protein
JIDGJOLD_00358	CDS	1266				hypothetical protein
JIDGJOLD_00359	CDS	480				hypothetical protein
JIDGJOLD_00360	CDS	465				hypothetical protein
JIDGJOLD_00361	CDS	2181				hypothetical protein
JIDGJOLD_00362	CDS	828				hypothetical protein
JIDGJOLD_00363	CDS	672				hypothetical protein
JIDGJOLD_00364	CDS	339				hypothetical protein
JIDGJOLD_00365	CDS	489				hypothetical protein
JIDGJOLD_00366	CDS	567				hypothetical protein
JIDGJOLD_00367	CDS	846				hypothetical protein
JIDGJOLD_00368	CDS	219				hypothetical protein
JIDGJOLD_00369	CDS	249				hypothetical protein
JIDGJOLD_00370	CDS	621				hypothetical protein
JIDGJOLD_00371	CDS	399				hypothetical protein
JIDGJOLD_00372	CDS	588				hypothetical protein
JIDGJOLD_00373	CDS	1245				hypothetical protein
JIDGJOLD_00374	CDS	525				hypothetical protein
JIDGJOLD_00375	CDS	1329				IS701 family transposase ISNpu6
JIDGJOLD_00376	CDS	630				hypothetical protein
JIDGJOLD_00377	CDS	198				hypothetical protein
JIDGJOLD_00378	CDS	261				hypothetical protein
JIDGJOLD_00379	CDS	588				hypothetical protein
JIDGJOLD_00380	CDS	642				hypothetical protein
JIDGJOLD_00381	CDS	450				hypothetical protein
JIDGJOLD_00382	CDS	291				hypothetical protein
JIDGJOLD_00383	CDS	306				hypothetical protein
JIDGJOLD_00384	CDS	135				hypothetical protein
JIDGJOLD_00385	CDS	3645				hypothetical protein
JIDGJOLD_00386	CDS	1017				hypothetical protein
JIDGJOLD_00387	CDS	1149				hypothetical protein
JIDGJOLD_00388	CDS	426				hypothetical protein
JIDGJOLD_00389	CDS	273				hypothetical protein
JIDGJOLD_00390	CDS	192				hypothetical protein
JIDGJOLD_00391	CDS	3672				hypothetical protein
JIDGJOLD_00392	CDS	3039				hypothetical protein
JIDGJOLD_00393	CDS	1206				hypothetical protein
JIDGJOLD_00394	CDS	1071	xerC_2			Tyrosine recombinase XerC
JIDGJOLD_00395	CDS	558				hypothetical protein
JIDGJOLD_00396	CDS	486				hypothetical protein
JIDGJOLD_00397	CDS	186				hypothetical protein
JIDGJOLD_00398	CDS	1122				hypothetical protein
JIDGJOLD_00399	CDS	363				hypothetical protein
JIDGJOLD_00400	CDS	357				hypothetical protein
JIDGJOLD_00401	CDS	1848				hypothetical protein
JIDGJOLD_00402	CDS	1773				hypothetical protein
JIDGJOLD_00403	CDS	540				hypothetical protein
JIDGJOLD_00404	CDS	6282				hypothetical protein
JIDGJOLD_00405	CDS	408				hypothetical protein
JIDGJOLD_00406	CDS	696				hypothetical protein
JIDGJOLD_00407	CDS	1038	mmcR	2.1.1.316		Mitomycin biosynthesis 6-O-methyltransferase
JIDGJOLD_00408	CDS	327				hypothetical protein
JIDGJOLD_00409	CDS	474				IS1634 family transposase ISAva4
JIDGJOLD_00410	CDS	252				hypothetical protein
JIDGJOLD_00411	CDS	846	nucA	3.1.30.-		Nuclease
JIDGJOLD_00412	CDS	405				hypothetical protein
JIDGJOLD_00413	CDS	360				hypothetical protein
JIDGJOLD_00414	CDS	1266				IS701 family transposase ISNpu7
JIDGJOLD_00415	CDS	960				hypothetical protein
JIDGJOLD_00416	CDS	1440				hypothetical protein
JIDGJOLD_00417	CDS	321				hypothetical protein
JIDGJOLD_00418	CDS	186				hypothetical protein
JIDGJOLD_00419	CDS	1632	yojI_1		COG4615	ABC transporter ATP-binding/permease protein YojI
JIDGJOLD_00420	CDS	1278		1.18.1.2		Ferredoxin--NADP reductase
JIDGJOLD_00421	CDS	198				hypothetical protein
JIDGJOLD_00422	CDS	183				hypothetical protein
JIDGJOLD_00423	CDS	306				hypothetical protein
JIDGJOLD_00424	CDS	882				hypothetical protein
JIDGJOLD_00425	CDS	3600	tolB_1			Tol-Pal system protein TolB
JIDGJOLD_00426	CDS	900				hypothetical protein
JIDGJOLD_00427	CDS	774				Iron-sulfur cluster carrier protein
JIDGJOLD_00428	CDS	1446				hypothetical protein
JIDGJOLD_00429	CDS	354			COG1662	IS1 family transposase ISMae3
JIDGJOLD_00430	CDS	1503				hypothetical protein
JIDGJOLD_00431	CDS	330			COG1662	IS1 family transposase ISAcma4
JIDGJOLD_00432	CDS	390			COG1662	IS1 family transposase ISAcma4
JIDGJOLD_00433	CDS	354				hypothetical protein
	repeat_region	862				
JIDGJOLD_00434	CDS	2106				hypothetical protein
JIDGJOLD_00435	CDS	633				hypothetical protein
JIDGJOLD_00436	CDS	1557				hypothetical protein
JIDGJOLD_00437	CDS	549				hypothetical protein
JIDGJOLD_00438	CDS	774				hypothetical protein
JIDGJOLD_00439	CDS	396				hypothetical protein
JIDGJOLD_00440	CDS	1446				hypothetical protein
JIDGJOLD_00441	CDS	291				hypothetical protein
JIDGJOLD_00442	CDS	306				hypothetical protein
JIDGJOLD_00443	CDS	960				hypothetical protein
JIDGJOLD_00444	CDS	210				hypothetical protein
JIDGJOLD_00445	CDS	927	noc_4			Nucleoid occlusion protein
JIDGJOLD_00446	CDS	711			COG1192	putative protein
JIDGJOLD_00447	CDS	957				hypothetical protein
JIDGJOLD_00448	CDS	561				hypothetical protein
JIDGJOLD_00449	CDS	690				hypothetical protein
JIDGJOLD_00450	CDS	480				hypothetical protein
JIDGJOLD_00451	CDS	438				hypothetical protein
JIDGJOLD_00452	CDS	228				hypothetical protein
JIDGJOLD_00453	CDS	444				hypothetical protein
JIDGJOLD_00454	CDS	432				hypothetical protein
JIDGJOLD_00455	CDS	708				hypothetical protein
JIDGJOLD_00456	CDS	540				hypothetical protein
JIDGJOLD_00457	CDS	1071				hypothetical protein
JIDGJOLD_00458	CDS	450				hypothetical protein
JIDGJOLD_00459	CDS	210				hypothetical protein
JIDGJOLD_00460	CDS	162				hypothetical protein
JIDGJOLD_00461	CDS	1095	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JIDGJOLD_00462	CDS	1086				ISAs1 family transposase ISAsp2
JIDGJOLD_00463	CDS	558				hypothetical protein
JIDGJOLD_00464	CDS	1812				hypothetical protein
JIDGJOLD_00465	CDS	1317				hypothetical protein
JIDGJOLD_00466	CDS	369	ftsH_3	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JIDGJOLD_00467	CDS	894				hypothetical protein
JIDGJOLD_00468	CDS	507				hypothetical protein
JIDGJOLD_00469	CDS	1371	aguA	3.5.3.12	COG2957	Agmatine deiminase
