locus_tag	ftype	length_bp	gene	EC_number	COG	product
COBHBOBG_00237	CDS	1023				hypothetical protein
COBHBOBG_00238	CDS	579				hypothetical protein
COBHBOBG_00239	CDS	216	ybcJ		COG2501	putative protein YbcJ
COBHBOBG_00240	CDS	471				hypothetical protein
COBHBOBG_00241	CDS	438				hypothetical protein
COBHBOBG_00242	CDS	399				hypothetical protein
COBHBOBG_00243	CDS	189				hypothetical protein
COBHBOBG_00244	CDS	2742				hypothetical protein
COBHBOBG_00245	CDS	849				hypothetical protein
COBHBOBG_00246	CDS	396				hypothetical protein
COBHBOBG_00247	CDS	849				hypothetical protein
COBHBOBG_00248	CDS	3096	mdtC_1			Multidrug resistance protein MdtC
COBHBOBG_00249	CDS	141				hypothetical protein
COBHBOBG_00250	CDS	309				hypothetical protein
COBHBOBG_00251	CDS	3279				hypothetical protein
COBHBOBG_00252	CDS	516				hypothetical protein
COBHBOBG_00253	CDS	405				hypothetical protein
COBHBOBG_00254	CDS	366				hypothetical protein
COBHBOBG_00255	CDS	504				hypothetical protein
COBHBOBG_00256	CDS	1692	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
COBHBOBG_00257	CDS	1359				hypothetical protein
COBHBOBG_00258	CDS	699	degU_1		COG2197	Transcriptional regulatory protein DegU
COBHBOBG_00259	CDS	585				hypothetical protein
COBHBOBG_00260	CDS	2997	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
COBHBOBG_00261	CDS	228				hypothetical protein
COBHBOBG_00262	CDS	423				hypothetical protein
COBHBOBG_00263	CDS	276				hypothetical protein
COBHBOBG_00264	CDS	1275				hypothetical protein
COBHBOBG_00265	CDS	2325	ftsY			Signal recognition particle receptor FtsY
COBHBOBG_00266	CDS	372				hypothetical protein
COBHBOBG_00267	CDS	165				hypothetical protein
COBHBOBG_00268	CDS	117				hypothetical protein
COBHBOBG_00269	CDS	279				hypothetical protein
COBHBOBG_00270	CDS	669	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
COBHBOBG_00271	CDS	1053				hypothetical protein
COBHBOBG_00272	CDS	339	glnB_1			Nitrogen regulatory protein P-II
COBHBOBG_00273	CDS	813				hypothetical protein
COBHBOBG_00274	CDS	417				hypothetical protein
COBHBOBG_00275	CDS	528				Orange carotenoid-binding protein
COBHBOBG_00276	CDS	654				hypothetical protein
COBHBOBG_00277	CDS	654				hypothetical protein
COBHBOBG_00278	CDS	525				hypothetical protein
COBHBOBG_00279	CDS	636				hypothetical protein
COBHBOBG_00280	CDS	3087	mdtB			Multidrug resistance protein MdtB
COBHBOBG_00281	CDS	210				hypothetical protein
COBHBOBG_00282	CDS	552				hypothetical protein
COBHBOBG_00283	CDS	516				hypothetical protein
COBHBOBG_00284	CDS	1101				hypothetical protein
COBHBOBG_00285	CDS	1635	bmr3			Multidrug resistance protein 3
COBHBOBG_00286	CDS	648				hypothetical protein
COBHBOBG_00287	CDS	423				hypothetical protein
COBHBOBG_00288	CDS	1701	recN		COG0497	DNA repair protein RecN
COBHBOBG_00289	CDS	675	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
COBHBOBG_00290	CDS	1947	tolB_1			Tol-Pal system protein TolB
COBHBOBG_00291	CDS	3021				hypothetical protein
COBHBOBG_00292	CDS	3003				hypothetical protein
COBHBOBG_00293	CDS	348				hypothetical protein
COBHBOBG_00294	CDS	273				hypothetical protein
COBHBOBG_00295	CDS	432				hypothetical protein
COBHBOBG_00296	CDS	2205	btuB_1			Vitamin B12 transporter BtuB
COBHBOBG_00297	CDS	693	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
COBHBOBG_00298	CDS	1311	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
COBHBOBG_00299	CDS	897		2.5.1.115		Homogentisate phytyltransferase
COBHBOBG_00300	CDS	231				hypothetical protein
COBHBOBG_00301	CDS	231				hypothetical protein
COBHBOBG_00302	CDS	522	cpoB_1			Cell division coordinator CpoB
COBHBOBG_00303	CDS	648				hypothetical protein
COBHBOBG_00304	CDS	549	frr		COG0233	Ribosome-recycling factor
COBHBOBG_00305	CDS	735	ecfA3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
COBHBOBG_00306	CDS	780	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
COBHBOBG_00307	CDS	297				hypothetical protein
COBHBOBG_00308	CDS	693	larMN		COG0310	putative fused nickel transport protein LarMN
COBHBOBG_00309	CDS	705	actIII	1.3.1.-		Putative ketoacyl reductase
COBHBOBG_00310	CDS	663	inhA_1	4.2.1.103		Isonitrile hydratase
COBHBOBG_00311	CDS	708				hypothetical protein
COBHBOBG_00312	CDS	486				hypothetical protein
COBHBOBG_00313	CDS	909	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
COBHBOBG_00314	CDS	1260	ftsZ			Cell division protein FtsZ
COBHBOBG_00315	CDS	816	ftsQ			Cell division protein FtsQ
COBHBOBG_00316	CDS	936				hypothetical protein
COBHBOBG_00317	CDS	555	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
COBHBOBG_00318	CDS	2394	iutA_1			Ferric aerobactin receptor
COBHBOBG_00319	CDS	405				hypothetical protein
COBHBOBG_00320	CDS	723				hypothetical protein
COBHBOBG_00321	CDS	1026	aziB2	2.1.1.302		3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
COBHBOBG_00322	CDS	267				hypothetical protein
COBHBOBG_00323	CDS	513	isiB_1			Flavodoxin
COBHBOBG_00324	CDS	672				hypothetical protein
COBHBOBG_00325	CDS	564				hypothetical protein
COBHBOBG_00326	CDS	882				hypothetical protein
COBHBOBG_00327	CDS	2193	cntO_1		COG1629	Metal-pseudopaline receptor CntO
COBHBOBG_00328	CDS	1113				hypothetical protein
COBHBOBG_00329	tRNA	95				tRNA-Cys(gca)
COBHBOBG_00330	CDS	513	isiB_2			Flavodoxin
COBHBOBG_00331	CDS	351				hypothetical protein
COBHBOBG_00332	CDS	786				hypothetical protein
COBHBOBG_00333	CDS	882				hypothetical protein
COBHBOBG_00334	CDS	915				hypothetical protein
COBHBOBG_00335	CDS	2325	cntO_2		COG1629	Metal-pseudopaline receptor CntO
COBHBOBG_00336	CDS	960	rhaR_1			HTH-type transcriptional activator RhaR
COBHBOBG_00337	CDS	1758	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
COBHBOBG_00338	CDS	1770			COG1132	putative ABC transporter ATP-binding protein
COBHBOBG_00339	CDS	435				hypothetical protein
COBHBOBG_00340	CDS	1083	rhaR_2			HTH-type transcriptional activator RhaR
COBHBOBG_00341	CDS	717				hypothetical protein
COBHBOBG_00342	CDS	993	rhaR_3			HTH-type transcriptional activator RhaR
COBHBOBG_00343	CDS	2529	btuB_2			Vitamin B12 transporter BtuB
COBHBOBG_00344	CDS	678	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
COBHBOBG_00345	CDS	318				hypothetical protein
COBHBOBG_00346	CDS	933				hypothetical protein
COBHBOBG_00347	CDS	1836	cntO_3		COG1629	Metal-pseudopaline receptor CntO
COBHBOBG_00348	CDS	354				hypothetical protein
COBHBOBG_00349	CDS	1218				IS256 family transposase ISSod18
COBHBOBG_00350	CDS	984	rhaR_4			HTH-type transcriptional activator RhaR
COBHBOBG_00351	CDS	1215				hypothetical protein
COBHBOBG_00352	CDS	129				hypothetical protein
COBHBOBG_00353	CDS	564	dps_1	1.16.-.-	COG0783	DNA protection during starvation protein
COBHBOBG_00354	CDS	822				hypothetical protein
COBHBOBG_00355	CDS	423				hypothetical protein
COBHBOBG_00356	CDS	744				hypothetical protein
COBHBOBG_00357	CDS	1101				hypothetical protein
COBHBOBG_00358	CDS	2376	iutA_2			Ferric aerobactin receptor
COBHBOBG_00359	CDS	795				hypothetical protein
COBHBOBG_00360	CDS	1206	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
COBHBOBG_00361	CDS	1329	macA_1		COG0845	Macrolide export protein MacA
COBHBOBG_00362	CDS	1209				hypothetical protein
COBHBOBG_00363	CDS	633	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
COBHBOBG_00364	CDS	2265	cntO_4		COG1629	Metal-pseudopaline receptor CntO
COBHBOBG_00365	CDS	792				hypothetical protein
COBHBOBG_00366	CDS	297				hypothetical protein
COBHBOBG_00367	CDS	297				hypothetical protein
COBHBOBG_00368	CDS	2238	cntO_5		COG1629	Metal-pseudopaline receptor CntO
COBHBOBG_00369	CDS	474				hypothetical protein
COBHBOBG_00370	CDS	267				hypothetical protein
COBHBOBG_00371	CDS	261				hypothetical protein
COBHBOBG_00372	CDS	282				hypothetical protein
COBHBOBG_00373	CDS	843				hypothetical protein
COBHBOBG_00374	CDS	384	cntO_6			Metal-pseudopaline receptor CntO
COBHBOBG_00375	CDS	2211	cntO_7			Metal-pseudopaline receptor CntO
COBHBOBG_00376	CDS	1077				hypothetical protein
COBHBOBG_00377	CDS	1347				hypothetical protein
COBHBOBG_00378	CDS	381				hypothetical protein
COBHBOBG_00379	CDS	516				hypothetical protein
COBHBOBG_00380	CDS	318				hypothetical protein
COBHBOBG_00381	CDS	747	aqpZ_2		COG0580	Aquaporin Z
COBHBOBG_00382	CDS	1071				hypothetical protein
COBHBOBG_00383	CDS	1035	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
COBHBOBG_00384	CDS	606				hypothetical protein
COBHBOBG_00385	CDS	1404			COG3385	IS4 family transposase ISGvi2
COBHBOBG_00386	CDS	597				hypothetical protein
COBHBOBG_00387	CDS	1875	amyM	3.2.1.133		Maltogenic alpha-amylase
COBHBOBG_00388	CDS	1194	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
COBHBOBG_00389	CDS	1749	nfdA	3.5.1.91		N-substituted formamide deformylase
COBHBOBG_00390	CDS	1734	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
COBHBOBG_00391	CDS	720	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
COBHBOBG_00392	CDS	1230	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
COBHBOBG_00393	CDS	639	vraR_1			Response regulator protein VraR
COBHBOBG_00394	CDS	1068	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
COBHBOBG_00395	CDS	1320				hypothetical protein
COBHBOBG_00396	CDS	3228	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
COBHBOBG_00397	CDS	2268	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
COBHBOBG_00398	CDS	597	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
COBHBOBG_00399	CDS	606	cobO	2.5.1.17		Corrinoid adenosyltransferase
COBHBOBG_00400	CDS	327				hypothetical protein
COBHBOBG_00401	CDS	1137				hypothetical protein
COBHBOBG_00402	CDS	1533	resA_2			Thiol-disulfide oxidoreductase ResA
COBHBOBG_00403	CDS	1416	glmM	5.4.2.10		Phosphoglucosamine mutase
COBHBOBG_00404	CDS	207				hypothetical protein
COBHBOBG_00405	CDS	186				hypothetical protein
COBHBOBG_00406	CDS	885				hypothetical protein
COBHBOBG_00407	CDS	624				hypothetical protein
COBHBOBG_00408	CDS	1722	crtI_1	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
COBHBOBG_00409	CDS	927				hypothetical protein
COBHBOBG_00410	CDS	789				hypothetical protein
COBHBOBG_00411	CDS	804				hypothetical protein
COBHBOBG_00412	CDS	1065	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
COBHBOBG_00413	CDS	756				hypothetical protein
COBHBOBG_00414	CDS	636	rplY		COG1825	50S ribosomal protein L25
COBHBOBG_00415	CDS	351				hypothetical protein
COBHBOBG_00416	CDS	837	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
COBHBOBG_00417	CDS	207				hypothetical protein
COBHBOBG_00418	CDS	1026	thiE	2.5.1.3		Thiamine-phosphate synthase
