locus_tag	ftype	length_bp	gene	EC_number	COG	product
MKGEGJIO_00109	CDS	528				hypothetical protein
MKGEGJIO_00110	CDS	741				hypothetical protein
MKGEGJIO_00111	CDS	1431	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
MKGEGJIO_00112	CDS	519				hypothetical protein
MKGEGJIO_00113	CDS	1155				hypothetical protein
MKGEGJIO_00114	CDS	3282	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MKGEGJIO_00115	CDS	1089	ald2	1.4.1.1		Alanine dehydrogenase 2
MKGEGJIO_00116	CDS	174				hypothetical protein
MKGEGJIO_00117	CDS	297				hypothetical protein
MKGEGJIO_00118	CDS	1083				hypothetical protein
MKGEGJIO_00119	CDS	504				hypothetical protein
MKGEGJIO_00120	CDS	666	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
MKGEGJIO_00121	CDS	273				hypothetical protein
MKGEGJIO_00122	CDS	1110	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MKGEGJIO_00123	CDS	828				hypothetical protein
MKGEGJIO_00124	CDS	645	rimM		COG0806	Ribosome maturation factor RimM
MKGEGJIO_00125	CDS	2748				hypothetical protein
MKGEGJIO_00126	CDS	1119				hypothetical protein
MKGEGJIO_00127	CDS	1155				hypothetical protein
MKGEGJIO_00128	CDS	249				hypothetical protein
MKGEGJIO_00129	CDS	231				hypothetical protein
MKGEGJIO_00130	CDS	630				hypothetical protein
MKGEGJIO_00131	CDS	204				hypothetical protein
MKGEGJIO_00132	CDS	2625				hypothetical protein
MKGEGJIO_00133	CDS	687				hypothetical protein
MKGEGJIO_00134	CDS	672				hypothetical protein
MKGEGJIO_00135	CDS	2307				hypothetical protein
MKGEGJIO_00136	CDS	900				hypothetical protein
MKGEGJIO_00137	CDS	906				hypothetical protein
MKGEGJIO_00138	CDS	1029				hypothetical protein
MKGEGJIO_00139	CDS	2034				hypothetical protein
MKGEGJIO_00140	CDS	1461				putative protein
MKGEGJIO_00141	CDS	1464	yflS		COG0471	Putative malate transporter YflS
MKGEGJIO_00142	CDS	1515	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MKGEGJIO_00143	CDS	246				hypothetical protein
MKGEGJIO_00144	CDS	1536				hypothetical protein
MKGEGJIO_00145	CDS	1041				hypothetical protein
MKGEGJIO_00146	CDS	396	arsC	1.20.4.1		Glutaredoxin arsenate reductase
MKGEGJIO_00147	CDS	618	arsH	1.6.5.2		NADPH-dependent quinone reductase ArsH
MKGEGJIO_00148	CDS	696	aqpZ_1		COG0580	Aquaporin Z
MKGEGJIO_00149	CDS	1059	sphX_1		COG0226	Protein SphX
MKGEGJIO_00150	CDS	165				hypothetical protein
MKGEGJIO_00151	CDS	357	cadI		COG0346	Cadmium-induced protein CadI
MKGEGJIO_00152	CDS	414				hypothetical protein
MKGEGJIO_00153	CDS	1179				IS200/IS605 family transposase ISSoc10
MKGEGJIO_00154	CDS	180				hypothetical protein
MKGEGJIO_00155	CDS	126				hypothetical protein
MKGEGJIO_00156	CDS	591	yidD_1			Putative membrane protein insertion efficiency factor
MKGEGJIO_00157	CDS	1017	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MKGEGJIO_00158	CDS	1200	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
MKGEGJIO_00159	CDS	108				hypothetical protein
MKGEGJIO_00160	CDS	501				hypothetical protein
MKGEGJIO_00161	CDS	564				hypothetical protein
MKGEGJIO_00162	CDS	1638	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
MKGEGJIO_00163	CDS	144				hypothetical protein
MKGEGJIO_00164	CDS	444	rcp1_1			Response regulator rcp1
MKGEGJIO_00165	CDS	2250	cph1_1	2.7.13.3		Phytochrome-like protein cph1
MKGEGJIO_00166	CDS	270				hypothetical protein
MKGEGJIO_00167	CDS	210				hypothetical protein
MKGEGJIO_00168	CDS	1566	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
MKGEGJIO_00169	CDS	1716	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
MKGEGJIO_00170	CDS	684				hypothetical protein
MKGEGJIO_00171	CDS	612				hypothetical protein
MKGEGJIO_00172	CDS	1497	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
MKGEGJIO_00173	CDS	1167	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
MKGEGJIO_00174	CDS	1179	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
MKGEGJIO_00175	CDS	363	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
MKGEGJIO_00176	CDS	477				hypothetical protein
MKGEGJIO_00177	CDS	2715				hypothetical protein
MKGEGJIO_00178	CDS	3318	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
MKGEGJIO_00179	CDS	441				hypothetical protein
MKGEGJIO_00180	CDS	294				hypothetical protein
MKGEGJIO_00181	CDS	486				hypothetical protein
MKGEGJIO_00182	CDS	555				hypothetical protein
MKGEGJIO_00183	CDS	1005	tal_1	2.2.1.2	COG0176	Transaldolase
MKGEGJIO_00184	CDS	1692	kefC			Glutathione-regulated potassium-efflux system protein KefC
MKGEGJIO_00185	CDS	918				hypothetical protein
MKGEGJIO_00186	CDS	1182				hypothetical protein
MKGEGJIO_00187	CDS	2586	norR			Anaerobic nitric oxide reductase transcription regulator NorR
MKGEGJIO_00188	CDS	1092		2.4.1.11	COG0438	Glycogen synthase
MKGEGJIO_00189	CDS	816				hypothetical protein
MKGEGJIO_00190	CDS	1062	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
MKGEGJIO_00191	CDS	702	dnaJ_1			Chaperone protein DnaJ
MKGEGJIO_00192	CDS	960	cysK1_1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
MKGEGJIO_00193	CDS	438	cymR_1			HTH-type transcriptional regulator CymR
MKGEGJIO_00194	CDS	1812				putative protein
MKGEGJIO_00195	CDS	282		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
MKGEGJIO_00196	CDS	567	nudF_1	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
MKGEGJIO_00197	CDS	549	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
MKGEGJIO_00198	CDS	2478	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
MKGEGJIO_00199	CDS	222				hypothetical protein
MKGEGJIO_00200	CDS	426				hypothetical protein
MKGEGJIO_00201	CDS	1476	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MKGEGJIO_00202	CDS	2595				hypothetical protein
MKGEGJIO_00203	CDS	1065	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
MKGEGJIO_00204	CDS	1440	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MKGEGJIO_00205	CDS	567				hypothetical protein
MKGEGJIO_00206	CDS	627	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
MKGEGJIO_00207	CDS	375				hypothetical protein
MKGEGJIO_00208	CDS	1617	murJ_1		COG0728	putative lipid II flippase MurJ
MKGEGJIO_00209	CDS	363				hypothetical protein
MKGEGJIO_00210	CDS	762				hypothetical protein
MKGEGJIO_00211	CDS	390				hypothetical protein
MKGEGJIO_00212	CDS	342				hypothetical protein
MKGEGJIO_00213	CDS	309				hypothetical protein
MKGEGJIO_00214	CDS	393			COG1662	IS1 family transposase ISBeg2
MKGEGJIO_00215	tRNA	74				tRNA-His(gtg)
MKGEGJIO_00216	CDS	399				hypothetical protein
MKGEGJIO_00217	CDS	690				hypothetical protein
MKGEGJIO_00218	CDS	717				hypothetical protein
MKGEGJIO_00219	CDS	819	nasF_1	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
MKGEGJIO_00220	CDS	1773				hypothetical protein
MKGEGJIO_00221	CDS	1923	engB			GTP-binding protein EngB
MKGEGJIO_00222	CDS	351				hypothetical protein
MKGEGJIO_00223	CDS	291	parE1		COG3668	Toxin ParE1
MKGEGJIO_00224	CDS	2340	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
MKGEGJIO_00225	CDS	1182		5.1.3.11	COG2942	Cellobiose 2-epimerase
MKGEGJIO_00226	CDS	591				hypothetical protein
MKGEGJIO_00227	CDS	516				hypothetical protein
MKGEGJIO_00228	CDS	336				hypothetical protein
MKGEGJIO_00229	CDS	420				hypothetical protein
MKGEGJIO_00230	CDS	1119	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
MKGEGJIO_00231	CDS	540				hypothetical protein
MKGEGJIO_00232	CDS	1395				hypothetical protein
MKGEGJIO_00233	CDS	468				hypothetical protein
MKGEGJIO_00234	CDS	1521	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
MKGEGJIO_00235	CDS	705				hypothetical protein
MKGEGJIO_00236	CDS	1077				hypothetical protein
MKGEGJIO_00237	CDS	819				hypothetical protein
MKGEGJIO_00238	CDS	1644	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MKGEGJIO_00239	CDS	726	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
MKGEGJIO_00240	CDS	1317	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MKGEGJIO_00241	CDS	213				hypothetical protein
MKGEGJIO_00242	CDS	426				hypothetical protein
MKGEGJIO_00243	CDS	2112	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MKGEGJIO_00244	CDS	123	ycf12			Photosystem II reaction center protein Ycf12
MKGEGJIO_00245	CDS	399				hypothetical protein
MKGEGJIO_00246	CDS	552	aroK	2.7.1.71	COG0703	Shikimate kinase
MKGEGJIO_00247	CDS	1344	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
MKGEGJIO_00248	CDS	1323	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
MKGEGJIO_00249	CDS	894	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MKGEGJIO_00250	CDS	522				hypothetical protein
MKGEGJIO_00251	CDS	747				hypothetical protein
MKGEGJIO_00252	CDS	1596				hypothetical protein
MKGEGJIO_00253	CDS	360				hypothetical protein
MKGEGJIO_00254	CDS	645	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MKGEGJIO_00255	CDS	1050				hypothetical protein
MKGEGJIO_00256	CDS	834				hypothetical protein
MKGEGJIO_00257	CDS	1167	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
MKGEGJIO_00258	CDS	2019	speA_1	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MKGEGJIO_00259	CDS	1020				IS200/IS605 family transposase ISAsp18
MKGEGJIO_00260	CDS	489	ndk	2.7.4.6		Nucleoside diphosphate kinase
MKGEGJIO_00261	CDS	768				hypothetical protein
MKGEGJIO_00262	CDS	147				hypothetical protein
MKGEGJIO_00263	CDS	1101				hypothetical protein
MKGEGJIO_00264	CDS	585				hypothetical protein
MKGEGJIO_00265	CDS	291				hypothetical protein
MKGEGJIO_00266	CDS	864				hypothetical protein
MKGEGJIO_00267	CDS	612	rutE	1.1.1.298		malonic semialdehyde reductase RutE
MKGEGJIO_00268	CDS	2763				hypothetical protein
MKGEGJIO_00269	CDS	837				hypothetical protein
MKGEGJIO_00270	CDS	417				hypothetical protein
MKGEGJIO_00271	CDS	492				hypothetical protein
MKGEGJIO_00272	CDS	273				hypothetical protein
MKGEGJIO_00273	CDS	1644	ubiB_1	2.7.-.-		protein kinase UbiB
MKGEGJIO_00274	CDS	987	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MKGEGJIO_00275	CDS	792				hypothetical protein
MKGEGJIO_00276	CDS	1041	emrA_1			Colistin resistance protein EmrA
MKGEGJIO_00277	CDS	2154	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MKGEGJIO_00278	CDS	582				hypothetical protein
MKGEGJIO_00279	CDS	3264	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
MKGEGJIO_00280	CDS	837				hypothetical protein
MKGEGJIO_00281	CDS	765	spo0M		COG4326	Sporulation-control protein spo0M
MKGEGJIO_00282	CDS	591				hypothetical protein
MKGEGJIO_00283	CDS	639				hypothetical protein
MKGEGJIO_00284	CDS	1143	ycf3_1			Photosystem I assembly protein Ycf3
MKGEGJIO_00285	CDS	1032	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MKGEGJIO_00286	CDS	261				hypothetical protein
MKGEGJIO_00287	CDS	549				hypothetical protein
MKGEGJIO_00288	CDS	180				hypothetical protein
MKGEGJIO_00289	CDS	93				hypothetical protein
MKGEGJIO_00290	CDS	411	vraR			Response regulator protein VraR
MKGEGJIO_00291	CDS	2217	ppk_1	2.7.4.1	COG0855	Polyphosphate kinase
MKGEGJIO_00292	CDS	1068				IS630 family transposase ISMae27
MKGEGJIO_00293	CDS	426				hypothetical protein
MKGEGJIO_00294	CDS	1305	hisD_1	1.1.1.23	COG0141	Histidinol dehydrogenase
MKGEGJIO_00295	CDS	4050	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
MKGEGJIO_00296	CDS	1878	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MKGEGJIO_00297	CDS	3324	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MKGEGJIO_00298	CDS	786	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
MKGEGJIO_00299	CDS	303	rpsT		COG0268	30S ribosomal protein S20
MKGEGJIO_00300	CDS	333				hypothetical protein
MKGEGJIO_00301	CDS	546				hypothetical protein
MKGEGJIO_00302	CDS	594				hypothetical protein
MKGEGJIO_00303	CDS	1893				hypothetical protein
MKGEGJIO_00304	CDS	99				hypothetical protein
MKGEGJIO_00305	CDS	2418				hypothetical protein
MKGEGJIO_00306	CDS	3156	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MKGEGJIO_00307	CDS	264				hypothetical protein
MKGEGJIO_00308	CDS	1239				hypothetical protein
MKGEGJIO_00309	CDS	471				hypothetical protein
MKGEGJIO_00310	CDS	1803				hypothetical protein
MKGEGJIO_00311	CDS	279				hypothetical protein
MKGEGJIO_00312	tRNA	72				tRNA-Thr(cgt)
MKGEGJIO_00313	CDS	1041				hypothetical protein
MKGEGJIO_00314	tRNA	73				tRNA-Ala(ggc)
MKGEGJIO_00315	CDS	1512	pds_1	1.3.5.5	COG3349	15-cis-phytoene desaturase
MKGEGJIO_00316	CDS	435				hypothetical protein
MKGEGJIO_00317	CDS	219				hypothetical protein
MKGEGJIO_00318	CDS	312				hypothetical protein
MKGEGJIO_00319	CDS	258				hypothetical protein
MKGEGJIO_00320	CDS	306				hypothetical protein
MKGEGJIO_00321	CDS	996	dnaJ_2		COG0484	Chaperone protein DnaJ
MKGEGJIO_00322	CDS	540	hspA_1		COG0071	Spore protein SP21
MKGEGJIO_00323	CDS	195				hypothetical protein
MKGEGJIO_00324	CDS	507	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
MKGEGJIO_00325	tRNA	74				tRNA-Arg(acg)
MKGEGJIO_00326	CDS	1272	cntE			Staphylopine export protein
MKGEGJIO_00327	CDS	1017	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
MKGEGJIO_00328	CDS	726				hypothetical protein
MKGEGJIO_00329	CDS	942				hypothetical protein
MKGEGJIO_00330	CDS	2043	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
MKGEGJIO_00331	CDS	786				hypothetical protein
MKGEGJIO_00332	CDS	1329				hypothetical protein
MKGEGJIO_00333	tRNA	94				tRNA-Ser(gct)
MKGEGJIO_00334	CDS	933	crtB	2.5.1.32		15-cis-phytoene synthase
MKGEGJIO_00335	CDS	1440	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
MKGEGJIO_00336	CDS	888	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
MKGEGJIO_00337	CDS	1239	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
MKGEGJIO_00338	CDS	1089	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MKGEGJIO_00339	CDS	318	ebrB			Multidrug resistance protein EbrB
MKGEGJIO_00340	CDS	840				hypothetical protein
MKGEGJIO_00341	CDS	2817	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
MKGEGJIO_00342	CDS	450				hypothetical protein
MKGEGJIO_00343	CDS	138				hypothetical protein
MKGEGJIO_00344	CDS	1692	mutL			DNA mismatch repair protein MutL
MKGEGJIO_00345	CDS	321	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
MKGEGJIO_00346	CDS	1089	add	3.5.4.4	COG1816	Adenosine deaminase
MKGEGJIO_00347	CDS	267				hypothetical protein
MKGEGJIO_00348	CDS	306				hypothetical protein
MKGEGJIO_00349	CDS	1344	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MKGEGJIO_00350	CDS	300				hypothetical protein
MKGEGJIO_00351	CDS	1539			COG0645	putative protein
MKGEGJIO_00352	CDS	516				hypothetical protein
MKGEGJIO_00353	CDS	795				hypothetical protein
MKGEGJIO_00354	CDS	225				hypothetical protein
MKGEGJIO_00355	CDS	102				hypothetical protein
MKGEGJIO_00356	CDS	225				hypothetical protein
MKGEGJIO_00357	CDS	273	ftrV			Ferredoxin-thioredoxin reductase, variable chain
MKGEGJIO_00358	CDS	1941				hypothetical protein
MKGEGJIO_00359	CDS	459				hypothetical protein
MKGEGJIO_00360	CDS	1008	qmcA_1		COG0330	Protein QmcA
MKGEGJIO_00361	CDS	399	zur		COG0735	Zinc uptake regulation protein
MKGEGJIO_00362	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
MKGEGJIO_00363	CDS	681	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
MKGEGJIO_00364	CDS	204				hypothetical protein
MKGEGJIO_00365	CDS	1623	hflX			GTPase HflX
MKGEGJIO_00366	CDS	1629				hypothetical protein
MKGEGJIO_00367	CDS	1611	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
MKGEGJIO_00368	CDS	945	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
MKGEGJIO_00369	CDS	756				hypothetical protein
MKGEGJIO_00370	CDS	759				hypothetical protein
MKGEGJIO_00371	CDS	1671	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
MKGEGJIO_00372	CDS	303	ccmL			Carbon dioxide concentrating mechanism protein CcmL
MKGEGJIO_00373	CDS	345	ccmK1_1			Carbon dioxide-concentrating mechanism protein CcmK 
MKGEGJIO_00374	CDS	309	ccmK2_1			Carbon dioxide-concentrating mechanism protein CcmK 
MKGEGJIO_00375	CDS	1857	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
MKGEGJIO_00376	CDS	1497	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
MKGEGJIO_00377	CDS	1131				hypothetical protein
MKGEGJIO_00378	CDS	828	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
MKGEGJIO_00379	CDS	468				hypothetical protein
MKGEGJIO_00380	CDS	2823				hypothetical protein
MKGEGJIO_00381	CDS	492				hypothetical protein
MKGEGJIO_00382	CDS	522				hypothetical protein
MKGEGJIO_00383	CDS	528	yrdA		COG0663	Protein YrdA
MKGEGJIO_00384	CDS	126	psbY			Photosystem II protein Y
MKGEGJIO_00385	CDS	1317	fpgS	6.3.2.17		Folylpolyglutamate synthase
MKGEGJIO_00386	CDS	1302				hypothetical protein
MKGEGJIO_00387	CDS	1107				hypothetical protein
MKGEGJIO_00388	CDS	765				hypothetical protein
MKGEGJIO_00389	CDS	756				hypothetical protein
