locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBLNCBMD_00051	CDS	780				hypothetical protein
JBLNCBMD_00052	CDS	330				hypothetical protein
JBLNCBMD_00053	CDS	2208	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
JBLNCBMD_00054	CDS	1029				hypothetical protein
JBLNCBMD_00055	CDS	213				hypothetical protein
JBLNCBMD_00056	CDS	1581	bchE	1.21.98.3		Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
JBLNCBMD_00057	CDS	225				hypothetical protein
JBLNCBMD_00058	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
JBLNCBMD_00059	CDS	2001	cpoB_1			Cell division coordinator CpoB
JBLNCBMD_00060	CDS	294				hypothetical protein
JBLNCBMD_00061	CDS	1326				hypothetical protein
JBLNCBMD_00062	CDS	1263	smc_1			Chromosome partition protein Smc
JBLNCBMD_00063	CDS	1341				hypothetical protein
JBLNCBMD_00064	CDS	330				hypothetical protein
JBLNCBMD_00065	CDS	639		1.11.1.15		Peroxiredoxin
JBLNCBMD_00066	CDS	663				hypothetical protein
JBLNCBMD_00067	CDS	624	bepR			HTH-type transcriptional repressor BepR
JBLNCBMD_00068	CDS	1305				hypothetical protein
JBLNCBMD_00069	CDS	1182				hypothetical protein
JBLNCBMD_00070	CDS	684	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
JBLNCBMD_00071	CDS	156				hypothetical protein
JBLNCBMD_00072	CDS	501				hypothetical protein
JBLNCBMD_00073	CDS	126				hypothetical protein
JBLNCBMD_00074	CDS	150				hypothetical protein
JBLNCBMD_00075	CDS	603	sodB	1.15.1.1		Superoxide dismutase [Fe]
JBLNCBMD_00076	CDS	207				hypothetical protein
JBLNCBMD_00077	CDS	1029	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JBLNCBMD_00078	CDS	690				hypothetical protein
JBLNCBMD_00079	CDS	489				hypothetical protein
JBLNCBMD_00080	CDS	768	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JBLNCBMD_00081	CDS	195				hypothetical protein
JBLNCBMD_00082	CDS	297	mcpA		COG0840	Methyl-accepting chemotaxis protein McpA
JBLNCBMD_00083	CDS	591	pdxH_1	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
JBLNCBMD_00084	CDS	858		3.3.2.10		Soluble epoxide hydrolase
JBLNCBMD_00085	CDS	204				hypothetical protein
JBLNCBMD_00086	CDS	1155				hypothetical protein
JBLNCBMD_00087	CDS	432				hypothetical protein
JBLNCBMD_00088	CDS	1968	bamA_2			Outer membrane protein assembly factor BamA
JBLNCBMD_00089	CDS	1671	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_00090	CDS	186				hypothetical protein
JBLNCBMD_00091	CDS	390				hypothetical protein
JBLNCBMD_00092	CDS	90				hypothetical protein
JBLNCBMD_00093	CDS	774				hypothetical protein
JBLNCBMD_00094	CDS	786				hypothetical protein
JBLNCBMD_00095	CDS	2622	mutS		COG0249	DNA mismatch repair protein MutS
JBLNCBMD_00096	CDS	1182				hypothetical protein
JBLNCBMD_00097	CDS	276	spkC	2.7.11.1		Serine/threonine-protein kinase C
JBLNCBMD_00098	CDS	1314	amiC			Aliphatic amidase expression-regulating protein
JBLNCBMD_00099	CDS	1161	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JBLNCBMD_00100	CDS	1122				hypothetical protein
JBLNCBMD_00101	CDS	750	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JBLNCBMD_00102	CDS	699	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JBLNCBMD_00103	CDS	1092			COG0628	Putative transport protein
JBLNCBMD_00104	CDS	444				hypothetical protein
JBLNCBMD_00105	CDS	489				hypothetical protein
JBLNCBMD_00106	CDS	885	folD		COG0190	Bifunctional protein FolD protein
JBLNCBMD_00107	CDS	927		2.5.1.10		Farnesyl diphosphate synthase
JBLNCBMD_00108	CDS	459				hypothetical protein
JBLNCBMD_00109	CDS	687				hypothetical protein
JBLNCBMD_00110	CDS	330				Ycf54-like protein
JBLNCBMD_00111	CDS	651				hypothetical protein
JBLNCBMD_00112	CDS	723	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
JBLNCBMD_00113	CDS	1002				hypothetical protein
JBLNCBMD_00114	CDS	531				hypothetical protein
JBLNCBMD_00115	CDS	201				hypothetical protein
JBLNCBMD_00116	CDS	1686	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
JBLNCBMD_00117	CDS	969	glsA1	3.5.1.2	COG2066	Glutaminase 1
JBLNCBMD_00118	CDS	1170	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
JBLNCBMD_00119	CDS	1605	panC/cmk	2.7.4.25		Bifunctional pantoate ligase/cytidylate kinase
JBLNCBMD_00120	CDS	372				hypothetical protein
JBLNCBMD_00121	CDS	1179				hypothetical protein
JBLNCBMD_00122	CDS	927	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
JBLNCBMD_00123	CDS	393				hypothetical protein
JBLNCBMD_00124	CDS	414				hypothetical protein
JBLNCBMD_00125	CDS	2214	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
JBLNCBMD_00126	CDS	525				hypothetical protein
JBLNCBMD_00127	CDS	843		3.1.2.12	COG0627	S-formylglutathione hydrolase
JBLNCBMD_00128	CDS	1176				hypothetical protein
JBLNCBMD_00129	CDS	558				hypothetical protein
JBLNCBMD_00130	CDS	648				hypothetical protein
JBLNCBMD_00131	CDS	1530				hypothetical protein
JBLNCBMD_00132	CDS	798	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
JBLNCBMD_00133	CDS	1026				hypothetical protein
JBLNCBMD_00134	CDS	1272	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_00135	CDS	309	inhA	4.2.1.103		Isonitrile hydratase
JBLNCBMD_00136	CDS	159				hypothetical protein
JBLNCBMD_00137	CDS	186				hypothetical protein
JBLNCBMD_00138	CDS	873				hypothetical protein
JBLNCBMD_00139	CDS	300				hypothetical protein
JBLNCBMD_00140	CDS	3516				hypothetical protein
JBLNCBMD_00141	CDS	780	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
JBLNCBMD_00142	CDS	1947				hypothetical protein
JBLNCBMD_00143	CDS	1434				hypothetical protein
JBLNCBMD_00144	CDS	138				hypothetical protein
JBLNCBMD_00145	CDS	2340	selD	2.7.9.3		Selenide, water dikinase
JBLNCBMD_00146	CDS	933				hypothetical protein
JBLNCBMD_00147	CDS	1239				hypothetical protein
JBLNCBMD_00148	CDS	2160				hypothetical protein
JBLNCBMD_00149	CDS	219	hfq			RNA-binding protein Hfq
JBLNCBMD_00150	CDS	846	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JBLNCBMD_00151	CDS	999	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
JBLNCBMD_00152	CDS	375	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JBLNCBMD_00153	CDS	1404				hypothetical protein
JBLNCBMD_00154	CDS	1380	garB	1.8.1.16		Glutathione amide reductase
JBLNCBMD_00155	CDS	1065				hypothetical protein
JBLNCBMD_00156	CDS	390	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
JBLNCBMD_00157	CDS	729				hypothetical protein
JBLNCBMD_00158	CDS	522				hypothetical protein
JBLNCBMD_00159	CDS	852				hypothetical protein
JBLNCBMD_00160	CDS	1242				hypothetical protein
JBLNCBMD_00161	CDS	1041	hemB_1	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JBLNCBMD_00162	CDS	1029	yciC_1		COG0523	Putative metal chaperone YciC
JBLNCBMD_00163	CDS	243				hypothetical protein
JBLNCBMD_00164	CDS	312				hypothetical protein
JBLNCBMD_00165	CDS	876	aroF_1	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
JBLNCBMD_00166	CDS	492				hypothetical protein
JBLNCBMD_00167	CDS	792	dnaJ_1			Chaperone protein DnaJ
JBLNCBMD_00168	CDS	828	yeeZ		COG0451	Protein YeeZ
JBLNCBMD_00169	CDS	912				hypothetical protein
JBLNCBMD_00170	CDS	1065				hypothetical protein
JBLNCBMD_00171	rRNA	112				5S ribosomal RNA
JBLNCBMD_00172	CDS	795				hypothetical protein
JBLNCBMD_00173	CDS	420				hypothetical protein
JBLNCBMD_00174	CDS	483	srpB		COG1285	Protein SrpB
JBLNCBMD_00175	CDS	2517				hypothetical protein
JBLNCBMD_00176	CDS	672				hypothetical protein
JBLNCBMD_00177	CDS	1074				hypothetical protein
JBLNCBMD_00178	CDS	1980				putative protein
JBLNCBMD_00179	CDS	2319				hypothetical protein
JBLNCBMD_00180	CDS	1086			COG2200	putative signaling protein
JBLNCBMD_00181	CDS	348			COG3039	IS5 family transposase IS5Sa2
JBLNCBMD_00182	CDS	432			COG3039	IS5 family transposase ISAva7
JBLNCBMD_00183	CDS	237	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
JBLNCBMD_00184	CDS	3120	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
JBLNCBMD_00185	CDS	2709				hypothetical protein
JBLNCBMD_00186	CDS	1326				hypothetical protein
JBLNCBMD_00187	CDS	912	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JBLNCBMD_00188	CDS	705				hypothetical protein
JBLNCBMD_00189	CDS	339				hypothetical protein
JBLNCBMD_00190	CDS	846	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
JBLNCBMD_00191	CDS	1560				hypothetical protein
JBLNCBMD_00192	CDS	594				hypothetical protein
JBLNCBMD_00193	CDS	870				hypothetical protein
JBLNCBMD_00194	CDS	1059	aroF_2	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
JBLNCBMD_00195	CDS	465				hypothetical protein
JBLNCBMD_00196	CDS	270	rpsO			30S ribosomal protein S15
JBLNCBMD_00197	CDS	540				hypothetical protein
JBLNCBMD_00198	CDS	243				hypothetical protein
JBLNCBMD_00199	CDS	528	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J
JBLNCBMD_00200	CDS	747	ndhK1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K 1
JBLNCBMD_00201	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
JBLNCBMD_00202	CDS	336	norV_1			Anaerobic nitric oxide reductase flavorubredoxin
JBLNCBMD_00203	CDS	1011			COG4447	Ycf48-like protein
JBLNCBMD_00204	CDS	249	psbE			Cytochrome b559 subunit alpha
JBLNCBMD_00205	CDS	132	psbF			Cytochrome b559 subunit beta
JBLNCBMD_00206	CDS	132				hypothetical protein
JBLNCBMD_00207	CDS	744				hypothetical protein
JBLNCBMD_00208	CDS	1125	desV_1	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
JBLNCBMD_00209	CDS	777	fetB		COG0390	putative iron export permease protein FetB
JBLNCBMD_00210	CDS	1764				hypothetical protein
JBLNCBMD_00211	CDS	1233				hypothetical protein
JBLNCBMD_00212	CDS	882	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
JBLNCBMD_00213	CDS	1098	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
JBLNCBMD_00214	CDS	1167				hypothetical protein
JBLNCBMD_00215	CDS	1914				hypothetical protein
JBLNCBMD_00216	CDS	951	bcrA			Bacitracin transport ATP-binding protein BcrA
JBLNCBMD_00217	CDS	885	sugB		COG0395	Trehalose transport system permease protein SugB
JBLNCBMD_00218	CDS	1083	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
JBLNCBMD_00219	CDS	738				hypothetical protein
JBLNCBMD_00220	CDS	1782	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_00221	CDS	1179	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_00222	CDS	2610	apaH_1	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
JBLNCBMD_00223	CDS	1050	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
JBLNCBMD_00224	CDS	1833	sppA_1	3.4.21.-	COG0616	Protease 4
JBLNCBMD_00225	CDS	252				hypothetical protein
JBLNCBMD_00226	CDS	573				hypothetical protein
JBLNCBMD_00227	CDS	867	chlL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
JBLNCBMD_00228	CDS	807				hypothetical protein
JBLNCBMD_00229	CDS	1401	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
JBLNCBMD_00230	CDS	474				hypothetical protein
JBLNCBMD_00231	CDS	1005	auaH_1	1.1.1.394		Aurachin B dehydrogenase
JBLNCBMD_00232	CDS	1434				hypothetical protein
JBLNCBMD_00233	CDS	453				hypothetical protein
JBLNCBMD_00234	CDS	570	ycf4			Photosystem I assembly protein Ycf4
JBLNCBMD_00235	CDS	831				hypothetical protein
JBLNCBMD_00236	CDS	1215	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JBLNCBMD_00237	CDS	1443				Folate-biopterin transporter
JBLNCBMD_00238	CDS	1506		1.13.11.75		Apocarotenoid-15,15'-oxygenase
JBLNCBMD_00239	CDS	201				hypothetical protein
JBLNCBMD_00240	CDS	1290	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
JBLNCBMD_00241	CDS	666				hypothetical protein
JBLNCBMD_00242	CDS	1347	denK	2.7.1.220	COG3395	D-erythronate kinase
JBLNCBMD_00243	CDS	1416				hypothetical protein
JBLNCBMD_00244	CDS	1077	minC			septum site-determining protein MinC
JBLNCBMD_00245	CDS	807	minD_1		COG2894	Septum site-determining protein MinD
JBLNCBMD_00246	CDS	330	minE			Cell division topological specificity factor
JBLNCBMD_00247	CDS	660	leuA_1	2.3.3.13		2-isopropylmalate synthase
JBLNCBMD_00248	CDS	219				hypothetical protein
JBLNCBMD_00249	tRNA	74				tRNA-Asp(gtc)
JBLNCBMD_00250	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JBLNCBMD_00251	CDS	465				hypothetical protein
JBLNCBMD_00252	CDS	1887	ftsH2_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 2
JBLNCBMD_00253	CDS	1620				hypothetical protein
JBLNCBMD_00254	CDS	831				hypothetical protein
JBLNCBMD_00255	CDS	396				hypothetical protein
JBLNCBMD_00256	CDS	2601	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
JBLNCBMD_00257	CDS	453	rcp1_1			Response regulator rcp1
JBLNCBMD_00258	CDS	2265	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
JBLNCBMD_00259	CDS	2208				hypothetical protein
JBLNCBMD_00260	CDS	1569	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
JBLNCBMD_00261	CDS	321	kaiB_1			Circadian clock protein KaiB
JBLNCBMD_00262	CDS	351	kaiA			Circadian clock protein KaiA
JBLNCBMD_00263	CDS	3387	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
JBLNCBMD_00264	CDS	894				hypothetical protein
JBLNCBMD_00265	CDS	333				hypothetical protein
JBLNCBMD_00266	CDS	552				hypothetical protein
JBLNCBMD_00267	CDS	1923	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
JBLNCBMD_00268	CDS	1464	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
JBLNCBMD_00269	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JBLNCBMD_00270	CDS	816	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
JBLNCBMD_00271	CDS	930	rbn	3.1.26.11		Ribonuclease BN
JBLNCBMD_00272	CDS	1080	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
JBLNCBMD_00273	CDS	909				hypothetical protein
JBLNCBMD_00274	CDS	546				hypothetical protein
JBLNCBMD_00275	CDS	2793	secA		COG0653	Protein translocase subunit SecA
JBLNCBMD_00276	CDS	732	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
JBLNCBMD_00277	CDS	1416	ccsB			Cytochrome c biogenesis protein CcsB
JBLNCBMD_00278	CDS	414	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
JBLNCBMD_00279	CDS	468				hypothetical protein
JBLNCBMD_00280	CDS	393				hypothetical protein
JBLNCBMD_00281	CDS	267				hypothetical protein
JBLNCBMD_00282	CDS	564	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
JBLNCBMD_00283	CDS	357				hypothetical protein
JBLNCBMD_00284	CDS	1845				hypothetical protein
JBLNCBMD_00285	CDS	873				hypothetical protein
JBLNCBMD_00286	CDS	975				hypothetical protein
JBLNCBMD_00287	CDS	921	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JBLNCBMD_00288	CDS	540	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
JBLNCBMD_00289	CDS	1311				hypothetical protein
JBLNCBMD_00290	CDS	1368				hypothetical protein
JBLNCBMD_00291	CDS	471				hypothetical protein
JBLNCBMD_00292	CDS	1260	ribA	3.5.4.25		GTP cyclohydrolase-2
JBLNCBMD_00293	CDS	1326				hypothetical protein
JBLNCBMD_00294	CDS	636	upp_1	2.4.2.9		Uracil phosphoribosyltransferase
JBLNCBMD_00295	CDS	423				hypothetical protein
JBLNCBMD_00296	CDS	396	divK_1			Polar-differentiation response regulator DivK
JBLNCBMD_00297	CDS	2424	susA_1	2.4.1.13	COG0438	Sucrose synthase
JBLNCBMD_00298	CDS	165				hypothetical protein
JBLNCBMD_00299	CDS	1932	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
JBLNCBMD_00300	CDS	687	devR		COG2197	DNA-binding transcriptional activator DevR/DosR
JBLNCBMD_00301	CDS	429				hypothetical protein
JBLNCBMD_00302	CDS	1317				hypothetical protein
JBLNCBMD_00303	CDS	744	cesA			Multidomain esterase
JBLNCBMD_00304	CDS	1236				hypothetical protein
JBLNCBMD_00305	CDS	693	menG	2.1.1.163		Demethylmenaquinone methyltransferase
JBLNCBMD_00306	CDS	960	rssB_1			Regulator of RpoS
JBLNCBMD_00307	CDS	1089				hypothetical protein
JBLNCBMD_00308	CDS	2337	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
JBLNCBMD_00309	CDS	1365	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JBLNCBMD_00310	CDS	213				hypothetical protein
JBLNCBMD_00311	CDS	234				hypothetical protein
JBLNCBMD_00312	CDS	258				hypothetical protein
JBLNCBMD_00313	CDS	3525	tolB_1			Tol-Pal system protein TolB
JBLNCBMD_00314	CDS	762		2.4.2.-	COG2071	Putative glutamine amidotransferase
JBLNCBMD_00315	CDS	723				hypothetical protein
JBLNCBMD_00316	CDS	213				hypothetical protein
JBLNCBMD_00317	CDS	1095	ddl	6.3.2.4		D-alanine--D-alanine ligase
JBLNCBMD_00318	CDS	648				hypothetical protein
JBLNCBMD_00319	CDS	936	bphD	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
JBLNCBMD_00320	CDS	663				hypothetical protein
JBLNCBMD_00321	CDS	471				hypothetical protein
JBLNCBMD_00322	CDS	579	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
JBLNCBMD_00323	CDS	411				hypothetical protein
JBLNCBMD_00324	CDS	2721		2.7.7.-		A-adding tRNA nucleotidyltransferase
JBLNCBMD_00325	CDS	504				hypothetical protein
JBLNCBMD_00326	CDS	420				hypothetical protein
JBLNCBMD_00327	CDS	492				hypothetical protein
JBLNCBMD_00328	CDS	558	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JBLNCBMD_00329	CDS	465				hypothetical protein
JBLNCBMD_00330	CDS	360				hypothetical protein
JBLNCBMD_00331	CDS	402	hypA			Hydrogenase maturation factor HypA
JBLNCBMD_00332	CDS	693	hypB_1		COG0378	Hydrogenase maturation factor HypB
JBLNCBMD_00333	CDS	1563	ompA_1			Outer membrane protein A
JBLNCBMD_00334	CDS	1041				hypothetical protein
JBLNCBMD_00335	CDS	858	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JBLNCBMD_00336	CDS	807	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
JBLNCBMD_00337	CDS	318				Thioredoxin-like protein
JBLNCBMD_00338	CDS	996	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JBLNCBMD_00339	CDS	1464	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JBLNCBMD_00340	CDS	615	nadD_1	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JBLNCBMD_00341	CDS	1014	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
JBLNCBMD_00342	CDS	1017	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
JBLNCBMD_00343	CDS	570				hypothetical protein
JBLNCBMD_00344	CDS	381	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
JBLNCBMD_00345	CDS	432	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
JBLNCBMD_00346	CDS	1719				putative protein
JBLNCBMD_00347	CDS	2670	clpB1_1		COG0542	Chaperone protein ClpB 1
JBLNCBMD_00348	CDS	969				hypothetical protein
JBLNCBMD_00349	CDS	1179				hypothetical protein
JBLNCBMD_00350	CDS	1977	htpG		COG0326	Chaperone protein HtpG
JBLNCBMD_00351	CDS	237				hypothetical protein
JBLNCBMD_00352	CDS	759				hypothetical protein
JBLNCBMD_00353	CDS	4785				hypothetical protein
JBLNCBMD_00354	CDS	672				hypothetical protein
JBLNCBMD_00355	CDS	942				hypothetical protein
JBLNCBMD_00356	CDS	714				hypothetical protein
JBLNCBMD_00357	CDS	1023				hypothetical protein
JBLNCBMD_00358	CDS	624				hypothetical protein
JBLNCBMD_00359	CDS	636				hypothetical protein
JBLNCBMD_00360	CDS	840				hypothetical protein
JBLNCBMD_00361	CDS	885				hypothetical protein
JBLNCBMD_00362	CDS	774				hypothetical protein
JBLNCBMD_00363	CDS	633	nusB			Transcription antitermination protein NusB
JBLNCBMD_00364	CDS	1596	ftsY			Signal recognition particle receptor FtsY
JBLNCBMD_00365	CDS	141				hypothetical protein
JBLNCBMD_00366	CDS	198				hypothetical protein
JBLNCBMD_00367	CDS	579				hypothetical protein
JBLNCBMD_00368	CDS	1548	merA_1	1.16.1.1		Mercuric reductase
JBLNCBMD_00369	CDS	765				hypothetical protein
JBLNCBMD_00370	CDS	159				hypothetical protein
JBLNCBMD_00371	CDS	708				hypothetical protein
JBLNCBMD_00372	CDS	750				hypothetical protein
JBLNCBMD_00373	CDS	519				Pentapeptide repeat protein Rfr32
JBLNCBMD_00374	CDS	114				hypothetical protein
JBLNCBMD_00375	CDS	306				hypothetical protein
JBLNCBMD_00376	CDS	1263				hypothetical protein
JBLNCBMD_00377	CDS	540				hypothetical protein
JBLNCBMD_00378	CDS	228				hypothetical protein
JBLNCBMD_00379	CDS	2445	ppsA_1	2.7.9.2		Phosphoenolpyruvate synthase
JBLNCBMD_00380	CDS	2766	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
JBLNCBMD_00381	CDS	540				hypothetical protein
JBLNCBMD_00382	CDS	1614	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
JBLNCBMD_00383	CDS	717	hoxU	1.12.1.2		NAD-reducing hydrogenase HoxS subunit gamma
JBLNCBMD_00384	CDS	546	hoxY	1.12.1.2		NAD-reducing hydrogenase HoxS subunit delta
JBLNCBMD_00385	CDS	456				hypothetical protein
