locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEHBOLHC_00028	CDS	261				hypothetical protein
DEHBOLHC_00029	CDS	267				hypothetical protein
DEHBOLHC_00030	CDS	258				hypothetical protein
DEHBOLHC_00031	CDS	1125	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
DEHBOLHC_00032	CDS	603	kdpC_1		COG2156	Potassium-transporting ATPase KdpC subunit
DEHBOLHC_00033	CDS	2109	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
DEHBOLHC_00034	CDS	1686	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
DEHBOLHC_00035	CDS	1560				hypothetical protein
DEHBOLHC_00036	CDS	516	eis_2	2.3.1.-		N-acetyltransferase Eis
DEHBOLHC_00037	CDS	891				hypothetical protein
DEHBOLHC_00038	CDS	405				hypothetical protein
DEHBOLHC_00039	CDS	297		1.-.-.-	COG1359	Putative monooxygenase
DEHBOLHC_00040	CDS	354				hypothetical protein
DEHBOLHC_00041	CDS	1113	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
DEHBOLHC_00042	CDS	429				hypothetical protein
DEHBOLHC_00043	CDS	825				hypothetical protein
DEHBOLHC_00044	CDS	1122	hmo	1.1.3.46		4-hydroxymandelate oxidase
DEHBOLHC_00045	CDS	765	nasF_1	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
DEHBOLHC_00046	CDS	867				hypothetical protein
DEHBOLHC_00047	CDS	621	coaE_1	2.7.1.24		Dephospho-CoA kinase
DEHBOLHC_00048	CDS	891	hcaR_1			Hca operon transcriptional activator HcaR
DEHBOLHC_00049	CDS	330				hypothetical protein
DEHBOLHC_00050	CDS	285				hypothetical protein
DEHBOLHC_00051	CDS	1188		2.4.1.11	COG0438	Glycogen synthase
DEHBOLHC_00052	CDS	1671				hypothetical protein
DEHBOLHC_00053	CDS	1395	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
DEHBOLHC_00054	CDS	213				hypothetical protein
DEHBOLHC_00055	CDS	1719				hypothetical protein
DEHBOLHC_00056	CDS	585				hypothetical protein
DEHBOLHC_00057	CDS	297				hypothetical protein
DEHBOLHC_00058	CDS	2235	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
DEHBOLHC_00059	CDS	1311				hypothetical protein
DEHBOLHC_00060	CDS	1206				hypothetical protein
DEHBOLHC_00061	CDS	534	def_1	3.5.1.88	COG0242	Peptide deformylase
DEHBOLHC_00062	CDS	1329				hypothetical protein
DEHBOLHC_00063	CDS	1374	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DEHBOLHC_00064	CDS	1170	dnaN_1			Beta sliding clamp
DEHBOLHC_00065	CDS	846	rhaR_1			HTH-type transcriptional activator RhaR
DEHBOLHC_00066	CDS	438				hypothetical protein
DEHBOLHC_00067	CDS	804				hypothetical protein
DEHBOLHC_00068	CDS	2535				hypothetical protein
DEHBOLHC_00069	CDS	1188				hypothetical protein
DEHBOLHC_00070	CDS	393				hypothetical protein
DEHBOLHC_00071	CDS	1194				hypothetical protein
DEHBOLHC_00072	CDS	546				hypothetical protein
DEHBOLHC_00073	CDS	195	rpmG		COG0267	50S ribosomal protein L33
DEHBOLHC_00074	CDS	216				hypothetical protein
DEHBOLHC_00075	CDS	2046	rnr_1	3.1.13.1		Ribonuclease R
DEHBOLHC_00076	CDS	384				hypothetical protein
DEHBOLHC_00077	CDS	2529				hypothetical protein
DEHBOLHC_00078	CDS	1188				hypothetical protein
DEHBOLHC_00079	CDS	867				hypothetical protein
DEHBOLHC_00080	CDS	1317				hypothetical protein
DEHBOLHC_00081	CDS	1287	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DEHBOLHC_00082	CDS	2337	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
DEHBOLHC_00083	CDS	2166				hypothetical protein
DEHBOLHC_00084	CDS	3690	smc_1		COG1196	Chromosome partition protein Smc
DEHBOLHC_00085	CDS	993				hypothetical protein
DEHBOLHC_00086	CDS	438				hypothetical protein
DEHBOLHC_00087	CDS	1902	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DEHBOLHC_00088	CDS	246	psaC	1.97.1.12		Photosystem I iron-sulfur center
DEHBOLHC_00089	CDS	429				hypothetical protein
DEHBOLHC_00090	CDS	255				hypothetical protein
DEHBOLHC_00091	CDS	1011	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
DEHBOLHC_00092	CDS	144				hypothetical protein
DEHBOLHC_00093	CDS	1353	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
DEHBOLHC_00094	CDS	765				hypothetical protein
DEHBOLHC_00095	CDS	306				hypothetical protein
DEHBOLHC_00096	CDS	174				hypothetical protein
DEHBOLHC_00097	CDS	1764	hcaC			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
DEHBOLHC_00098	CDS	249				hypothetical protein
DEHBOLHC_00099	CDS	1650				hypothetical protein
DEHBOLHC_00100	CDS	510				hypothetical protein
DEHBOLHC_00101	CDS	210				hypothetical protein
DEHBOLHC_00102	CDS	4278	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DEHBOLHC_00103	CDS	1608				hypothetical protein
DEHBOLHC_00104	CDS	393				hypothetical protein
DEHBOLHC_00105	CDS	390				hypothetical protein
DEHBOLHC_00106	CDS	534				hypothetical protein
DEHBOLHC_00107	CDS	1932				hypothetical protein
DEHBOLHC_00108	CDS	987	moaA_1			GTP 3',8-cyclase
DEHBOLHC_00109	CDS	969	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEHBOLHC_00110	CDS	1437	pgcA	5.4.2.2		Phosphoglucomutase
DEHBOLHC_00111	CDS	579		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DEHBOLHC_00112	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
DEHBOLHC_00113	CDS	369				hypothetical protein
DEHBOLHC_00114	CDS	261	psaK_1			Photosystem I reaction center subunit PsaK
DEHBOLHC_00115	CDS	1320				hypothetical protein
DEHBOLHC_00116	CDS	429				hypothetical protein
DEHBOLHC_00117	CDS	687				hypothetical protein
DEHBOLHC_00118	CDS	1797	bamA_1			Outer membrane protein assembly factor BamA
DEHBOLHC_00119	CDS	750				hypothetical protein
DEHBOLHC_00120	CDS	351				hypothetical protein
DEHBOLHC_00121	CDS	945				hypothetical protein
DEHBOLHC_00122	CDS	714	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
DEHBOLHC_00123	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
DEHBOLHC_00124	CDS	561	adk_1	2.7.4.3	COG0563	Adenylate kinase
DEHBOLHC_00125	CDS	537	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
DEHBOLHC_00126	CDS	582	dcd_1	3.5.4.13		dCTP deaminase
DEHBOLHC_00127	CDS	567	dcd_2	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
DEHBOLHC_00128	CDS	702	dcd_3	3.5.4.13		dCTP deaminase, dUMP-forming
DEHBOLHC_00129	CDS	1629	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
DEHBOLHC_00130	CDS	216				hypothetical protein
DEHBOLHC_00131	CDS	1185	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
DEHBOLHC_00132	CDS	453				hypothetical protein
DEHBOLHC_00133	CDS	474				hypothetical protein
DEHBOLHC_00134	CDS	474				hypothetical protein
DEHBOLHC_00135	CDS	621				hypothetical protein
DEHBOLHC_00136	CDS	708	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
DEHBOLHC_00137	CDS	1566	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
DEHBOLHC_00138	CDS	1710	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DEHBOLHC_00139	CDS	516				hypothetical protein
DEHBOLHC_00140	CDS	1029	yhhT_1		COG0628	Putative transport protein YhhT
DEHBOLHC_00141	CDS	567				hypothetical protein
DEHBOLHC_00142	CDS	609	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
DEHBOLHC_00143	CDS	1404	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
DEHBOLHC_00144	CDS	471				hypothetical protein
DEHBOLHC_00145	CDS	549				hypothetical protein
DEHBOLHC_00146	CDS	594				hypothetical protein
DEHBOLHC_00147	CDS	252				hypothetical protein
DEHBOLHC_00148	CDS	498				hypothetical protein
DEHBOLHC_00149	CDS	1887				hypothetical protein
DEHBOLHC_00150	CDS	678	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
DEHBOLHC_00151	CDS	660				hypothetical protein
DEHBOLHC_00152	CDS	1410	ltxD_1			Leukotoxin export protein LtxD
DEHBOLHC_00153	CDS	2151	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
DEHBOLHC_00154	CDS	297				hypothetical protein
DEHBOLHC_00155	CDS	252				hypothetical protein
DEHBOLHC_00156	CDS	231				hypothetical protein
DEHBOLHC_00157	CDS	246				hypothetical protein
DEHBOLHC_00158	CDS	441				hypothetical protein
DEHBOLHC_00159	CDS	594	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
DEHBOLHC_00160	CDS	858				hypothetical protein
DEHBOLHC_00161	CDS	936				hypothetical protein
DEHBOLHC_00162	CDS	948				hypothetical protein
DEHBOLHC_00163	CDS	570				hypothetical protein
DEHBOLHC_00164	CDS	1164	hemH_1	4.99.1.1	COG0276	Ferrochelatase
DEHBOLHC_00165	CDS	639	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEHBOLHC_00166	CDS	804				hypothetical protein
DEHBOLHC_00167	CDS	2364				hypothetical protein
DEHBOLHC_00168	CDS	1239				hypothetical protein
DEHBOLHC_00169	CDS	1566				hypothetical protein
DEHBOLHC_00170	CDS	240				hypothetical protein
DEHBOLHC_00171	CDS	1032				hypothetical protein
DEHBOLHC_00172	CDS	204	chaB		COG4572	Putative cation transport regulator ChaB
DEHBOLHC_00173	CDS	540				hypothetical protein
DEHBOLHC_00174	CDS	408				hypothetical protein
DEHBOLHC_00175	CDS	369				hypothetical protein
DEHBOLHC_00176	CDS	342				hypothetical protein
DEHBOLHC_00177	CDS	312				hypothetical protein
DEHBOLHC_00178	CDS	267				hypothetical protein
DEHBOLHC_00179	CDS	456				hypothetical protein
DEHBOLHC_00180	CDS	936	cysK1_1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
DEHBOLHC_00181	CDS	345				hypothetical protein
DEHBOLHC_00182	CDS	885		2.3.1.43		Phosphatidylcholine-sterol acyltransferase
DEHBOLHC_00183	CDS	1191				hypothetical protein
DEHBOLHC_00184	CDS	900	sugA		COG1175	Trehalose transport system permease protein SugA
DEHBOLHC_00185	CDS	1284			COG1653	putative ABC transporter-binding protein
DEHBOLHC_00186	CDS	1299				hypothetical protein
DEHBOLHC_00187	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
DEHBOLHC_00188	CDS	1764	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
DEHBOLHC_00189	CDS	570				hypothetical protein
DEHBOLHC_00190	CDS	1644				hypothetical protein
DEHBOLHC_00191	CDS	948	pip	3.4.11.5		Proline iminopeptidase
DEHBOLHC_00192	CDS	750	mfppA_1	3.1.3.79	COG0561	Mannosylfructose-phosphate phosphatase
DEHBOLHC_00193	CDS	639	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
DEHBOLHC_00194	CDS	567				hypothetical protein
DEHBOLHC_00195	CDS	1191	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
DEHBOLHC_00196	CDS	726				hypothetical protein
DEHBOLHC_00197	CDS	150	psaJ			Photosystem I reaction center subunit IX
DEHBOLHC_00198	CDS	471				hypothetical protein
DEHBOLHC_00199	CDS	1002	auaH_1	1.1.1.394		Aurachin B dehydrogenase
DEHBOLHC_00200	CDS	1389				hypothetical protein
DEHBOLHC_00201	CDS	1407				hypothetical protein
DEHBOLHC_00202	CDS	1872				hypothetical protein
DEHBOLHC_00203	CDS	300				hypothetical protein
DEHBOLHC_00204	CDS	1479				hypothetical protein
DEHBOLHC_00205	CDS	1233				hypothetical protein
DEHBOLHC_00206	CDS	1773				hypothetical protein
DEHBOLHC_00207	CDS	1152	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DEHBOLHC_00208	CDS	918				hypothetical protein
DEHBOLHC_00209	CDS	1650	pksE_1		COG0331	Polyketide biosynthesis protein PksE
DEHBOLHC_00210	CDS	3153				hypothetical protein
DEHBOLHC_00211	CDS	7185				hypothetical protein
DEHBOLHC_00212	CDS	303				hypothetical protein
DEHBOLHC_00213	CDS	165				hypothetical protein
DEHBOLHC_00214	CDS	315				hypothetical protein
DEHBOLHC_00215	CDS	1209	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
DEHBOLHC_00216	CDS	1173				hypothetical protein
DEHBOLHC_00217	CDS	696	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DEHBOLHC_00218	CDS	165				hypothetical protein
DEHBOLHC_00219	CDS	1383				hypothetical protein
DEHBOLHC_00220	CDS	951	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEHBOLHC_00221	CDS	627				hypothetical protein
DEHBOLHC_00222	CDS	1221				hypothetical protein
DEHBOLHC_00223	CDS	126				hypothetical protein
DEHBOLHC_00224	CDS	1392	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
DEHBOLHC_00225	CDS	675				hypothetical protein
DEHBOLHC_00226	CDS	783	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
DEHBOLHC_00227	CDS	2181	ycf3_1			Photosystem I assembly protein Ycf3
DEHBOLHC_00228	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
DEHBOLHC_00229	CDS	1212	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
DEHBOLHC_00230	CDS	1029	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
DEHBOLHC_00231	CDS	975				hypothetical protein
DEHBOLHC_00232	CDS	555	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
DEHBOLHC_00233	CDS	1314				hypothetical protein
DEHBOLHC_00234	CDS	276				hypothetical protein
DEHBOLHC_00235	CDS	240				hypothetical protein
DEHBOLHC_00236	CDS	1101				hypothetical protein
DEHBOLHC_00237	CDS	2229				hypothetical protein
DEHBOLHC_00238	CDS	750				hypothetical protein
DEHBOLHC_00239	CDS	1845	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
DEHBOLHC_00240	CDS	975	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DEHBOLHC_00241	CDS	1011				hypothetical protein
DEHBOLHC_00242	CDS	975				hypothetical protein
DEHBOLHC_00243	CDS	885				hypothetical protein
DEHBOLHC_00244	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DEHBOLHC_00245	CDS	1035				hypothetical protein
DEHBOLHC_00246	CDS	969				hypothetical protein
DEHBOLHC_00247	CDS	1431				hypothetical protein
DEHBOLHC_00248	CDS	1317		1.14.-.-	COG2124	Putative cytochrome P450 135A1
DEHBOLHC_00249	CDS	2895				hypothetical protein
DEHBOLHC_00250	CDS	2514				hypothetical protein
DEHBOLHC_00251	CDS	528				hypothetical protein
DEHBOLHC_00252	CDS	4149				hypothetical protein
DEHBOLHC_00253	CDS	1800				hypothetical protein
DEHBOLHC_00254	CDS	2679				hypothetical protein
DEHBOLHC_00255	CDS	1554				hypothetical protein
DEHBOLHC_00256	CDS	2271				hypothetical protein
DEHBOLHC_00257	CDS	225				hypothetical protein
DEHBOLHC_00258	CDS	1728				putative protein
DEHBOLHC_00259	CDS	1023	pstS_1		COG0226	Phosphate-binding protein PstS
DEHBOLHC_00260	CDS	546				hypothetical protein
DEHBOLHC_00261	CDS	1347	egtB_1	1.14.99.50		Hercynine oxygenase
DEHBOLHC_00262	CDS	174				hypothetical protein
DEHBOLHC_00263	CDS	1119				hypothetical protein
DEHBOLHC_00264	CDS	2979				hypothetical protein
DEHBOLHC_00265	CDS	3060	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
DEHBOLHC_00266	CDS	2850				hypothetical protein
DEHBOLHC_00267	CDS	483				hypothetical protein
DEHBOLHC_00268	CDS	378	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
DEHBOLHC_00269	CDS	1077	patA_1		COG0784	Protein PatA
DEHBOLHC_00270	CDS	1446				hypothetical protein
DEHBOLHC_00271	CDS	753	gph_1	3.1.3.18		Phosphoglycolate phosphatase
DEHBOLHC_00272	CDS	1497	yhdG_1		COG0531	putative amino acid permease YhdG
DEHBOLHC_00273	CDS	1419	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
DEHBOLHC_00274	CDS	138				hypothetical protein
DEHBOLHC_00275	CDS	339				hypothetical protein
DEHBOLHC_00276	CDS	1284				hypothetical protein
DEHBOLHC_00277	CDS	1293	eriC		COG0038	Chloride/fluoride channel protein
DEHBOLHC_00278	CDS	246				hypothetical protein
DEHBOLHC_00279	CDS	936		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
DEHBOLHC_00280	CDS	621	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
DEHBOLHC_00281	CDS	441				hypothetical protein
DEHBOLHC_00282	tRNA	74				tRNA-Met(cat)
DEHBOLHC_00283	CDS	696				hypothetical protein
DEHBOLHC_00284	CDS	1440				hypothetical protein
DEHBOLHC_00285	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
DEHBOLHC_00286	CDS	1092	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
DEHBOLHC_00287	CDS	615				hypothetical protein
DEHBOLHC_00288	CDS	1149				hypothetical protein
DEHBOLHC_00289	CDS	510				hypothetical protein
DEHBOLHC_00290	CDS	432				hypothetical protein
DEHBOLHC_00291	CDS	1314	tyrP		COG0814	Tyrosine-specific transport protein
DEHBOLHC_00292	rRNA	1485				16S ribosomal RNA
DEHBOLHC_00293	rRNA	2823				23S ribosomal RNA
DEHBOLHC_00294	CDS	1512	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
DEHBOLHC_00295	CDS	963	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
DEHBOLHC_00296	CDS	741			COG2200	putative signaling protein
DEHBOLHC_00297	CDS	483				hypothetical protein
DEHBOLHC_00298	CDS	795				hypothetical protein
DEHBOLHC_00299	CDS	756	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
DEHBOLHC_00300	CDS	717				hypothetical protein
DEHBOLHC_00301	CDS	549	dps_1	1.16.-.-	COG0783	DNA protection during starvation protein
DEHBOLHC_00302	CDS	897	rhaS_1			HTH-type transcriptional activator RhaS
DEHBOLHC_00303	CDS	882				hypothetical protein
DEHBOLHC_00304	CDS	603	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
DEHBOLHC_00305	CDS	324				hypothetical protein
DEHBOLHC_00306	CDS	789				hypothetical protein
DEHBOLHC_00307	CDS	669			COG1926	Putative phosphoribosyl transferase
DEHBOLHC_00308	CDS	699				hypothetical protein
DEHBOLHC_00309	CDS	429	mscL			Large-conductance mechanosensitive channel
DEHBOLHC_00310	CDS	756				hypothetical protein
DEHBOLHC_00311	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
DEHBOLHC_00312	CDS	1233	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DEHBOLHC_00313	CDS	1920	pbpG_1		COG0744	Penicillin-binding protein 2D
DEHBOLHC_00314	CDS	324				hypothetical protein
DEHBOLHC_00315	CDS	375				hypothetical protein
DEHBOLHC_00316	CDS	594				hypothetical protein
DEHBOLHC_00317	CDS	1176				hypothetical protein
DEHBOLHC_00318	CDS	738	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
DEHBOLHC_00319	CDS	303				hypothetical protein
DEHBOLHC_00320	CDS	678	wcaJ_1	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
DEHBOLHC_00321	CDS	999	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
DEHBOLHC_00322	CDS	369				hypothetical protein
DEHBOLHC_00323	CDS	1152				hypothetical protein
DEHBOLHC_00324	CDS	192				hypothetical protein
DEHBOLHC_00325	CDS	960				Orange carotenoid-binding protein
DEHBOLHC_00326	CDS	330	frp			Fluorescence recovery protein
DEHBOLHC_00327	CDS	1779	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
DEHBOLHC_00328	CDS	882	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
DEHBOLHC_00329	CDS	576	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
DEHBOLHC_00330	CDS	105				hypothetical protein
DEHBOLHC_00331	CDS	5691	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
DEHBOLHC_00332	CDS	1407		1.14.13.-		Putative epoxidase LasC
DEHBOLHC_00333	CDS	969		4.2.3.90		Germacrene A synthase
DEHBOLHC_00334	CDS	105				hypothetical protein
DEHBOLHC_00335	CDS	684			COG0664	Cyclic AMP receptor protein
DEHBOLHC_00336	CDS	1785				hypothetical protein
DEHBOLHC_00337	CDS	2637				hypothetical protein
DEHBOLHC_00338	CDS	243				hypothetical protein
DEHBOLHC_00339	CDS	693	czcR			Transcriptional activator protein CzcR
DEHBOLHC_00340	CDS	405				hypothetical protein
DEHBOLHC_00341	CDS	1095				IS701 family transposase ISNpu5
DEHBOLHC_00342	CDS	873	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
DEHBOLHC_00343	CDS	996	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
DEHBOLHC_00344	CDS	1932				hypothetical protein
DEHBOLHC_00345	CDS	1041	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
DEHBOLHC_00346	CDS	2187				hypothetical protein
DEHBOLHC_00347	CDS	486				hypothetical protein
DEHBOLHC_00348	CDS	510	apcD_1			Phycobiliprotein beta chain
DEHBOLHC_00349	CDS	1416	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
DEHBOLHC_00350	CDS	201				hypothetical protein
DEHBOLHC_00351	CDS	1056	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEHBOLHC_00352	CDS	306				hypothetical protein
DEHBOLHC_00353	CDS	1785				hypothetical protein
DEHBOLHC_00354	CDS	396	fosB_1	2.5.1.-		Metallothiol transferase FosB
DEHBOLHC_00355	CDS	2193	cpoB_1			Cell division coordinator CpoB
DEHBOLHC_00356	CDS	837				hypothetical protein
DEHBOLHC_00357	CDS	1443	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
DEHBOLHC_00358	CDS	1014	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
DEHBOLHC_00359	CDS	171				hypothetical protein
DEHBOLHC_00360	CDS	870				hypothetical protein
DEHBOLHC_00361	CDS	705	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
DEHBOLHC_00362	CDS	645	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
DEHBOLHC_00363	CDS	1251	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
DEHBOLHC_00364	CDS	471				hypothetical protein
DEHBOLHC_00365	CDS	735	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
DEHBOLHC_00366	CDS	633	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
DEHBOLHC_00367	CDS	636	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
DEHBOLHC_00368	CDS	552	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
DEHBOLHC_00369	CDS	1845	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DEHBOLHC_00370	CDS	936				hypothetical protein
DEHBOLHC_00371	CDS	1452				hypothetical protein
DEHBOLHC_00372	CDS	270				hypothetical protein
DEHBOLHC_00373	CDS	2232				hypothetical protein
DEHBOLHC_00374	CDS	231	nfuA_1			Fe/S biogenesis protein NfuA
DEHBOLHC_00375	CDS	639				hypothetical protein
DEHBOLHC_00376	CDS	393				IS200/IS605 family transposase ISAsp6
DEHBOLHC_00377	CDS	1752	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
DEHBOLHC_00378	CDS	393				hypothetical protein
DEHBOLHC_00379	CDS	1812	lepA	3.6.5.-		Elongation factor 4
DEHBOLHC_00380	CDS	321				hypothetical protein
DEHBOLHC_00381	CDS	1605	amtB			Ammonia channel
DEHBOLHC_00382	CDS	519	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
